experiment,question_id,question,course_code,intent,difficulty,ground_truth_status,expected_language,detected_language,language_detection_correct,response_language_consistent,expected_source,expected_page,retrieved_source_1,retrieved_page_1,hit_at_1,hit_at_3,mrr,source_accuracy,page_accuracy,reference_token_recall,reference_token_precision,reference_token_f1,correctness_proxy,relevance_proxy,groundedness_proxy,completeness_proxy,latency_seconds,answer_mode,answer_bank_enabled
Fast,Q034,কোর্সের Outline অনুযায়ী Commonly Confusing Words বলতে কী বোঝানো হয়েছে?,ENG (CSE) 101,topics,hard,needs_review,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,2,False,True,0.5,True,False,0.5,0.037037037037037035,0.06896551724137931,False,False,True,False,0.006,fast_extractive,False
Fast,Q034,Course Outline onujayi Commonly Confusing Words bolte ki bojhano hoyeche?,ENG (CSE) 101,topics,hard,needs_review,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,4,True,True,1.0,True,True,0.5,0.03636363636363636,0.06779661016949153,False,False,True,False,0.006,fast_extractive,False
Fast,Q035,What areas are covered under Error Correction?,ENG (CSE) 101,topics,medium,needs_review,english,english,True,True,document3.pdf,3;4,document3.pdf,2,False,False,0.0,True,False,1.0,0.056338028169014086,0.10666666666666667,True,False,False,True,0.005,structured_extractive,False
Fast,Q035,Error Correction-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,ENG (CSE) 101,topics,medium,needs_review,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,2,False,False,0.0,True,False,1.0,0.05555555555555555,0.10526315789473684,True,False,False,True,0.006,structured_extractive,False
Fast,Q035,Error Correction-er under-e kon kon topic include kora hoyeche?,ENG (CSE) 101,topics,medium,needs_review,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,2,False,False,0.0,True,False,1.0,0.05405405405405406,0.10256410256410257,True,False,False,True,0.007,structured_extractive,False
Fast,Q036,What activities are included under the Film and Book Review topic?,ENG (CSE) 101,topics,medium,needs_review,english,english,True,True,document3.pdf,3;4,document3.pdf,2,False,False,0.0,True,False,1.0,0.056338028169014086,0.10666666666666667,True,False,False,True,0.006,structured_extractive,False
Fast,Q036,Film and Book Review বিষয়ের অধীনে কোন কোন কার্যক্রম অন্তর্ভুক্ত রয়েছে?,ENG (CSE) 101,topics,medium,needs_review,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,2,False,False,0.0,True,False,1.0,0.05555555555555555,0.10526315789473684,True,False,False,True,0.005,structured_extractive,False
Fast,Q036,Film and Book Review topic-er under-e kon kon activity include kora hoyeche?,ENG (CSE) 101,topics,medium,needs_review,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,2,False,False,0.0,True,False,1.0,0.05405405405405406,0.10256410256410257,True,False,False,True,0.008,structured_extractive,False
Fast,Q037,What is the purpose of paragraph writing in the course?,ENG (CSE) 101,topics,medium,needs_review,english,english,True,True,document3.pdf,3;4,document3.pdf,1,False,False,0.0,True,False,0.4444444444444444,0.13793103448275862,0.21052631578947367,False,False,False,False,0.002,fast_extractive,False
Fast,Q037,কোর্সে Paragraph Writing-এর উদ্দেশ্য কী?,ENG (CSE) 101,topics,medium,needs_review,bangla,bangla,True,True,document3.pdf,3;4,document2.pdf,1,False,False,0.0,False,False,0.0,0.0,0.0,False,False,False,False,0.003,fast_extractive,False
Fast,Q037,Course-e Paragraph Writing-er uddeshyo ki?,ENG (CSE) 101,topics,medium,needs_review,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,1,False,False,0.0,True,False,0.2857142857142857,0.0625,0.10256410256410256,False,False,False,False,0.003,fast_extractive,False
Fast,Q038,What teaching-learning strategies are used in the English course?,ENG (CSE) 101,topics,medium,verified,english,english,True,True,document3.pdf,3;4,document3.pdf,1,False,True,0.3333333333333333,True,False,0.0,0.0,0.0,False,False,True,False,0.003,fast_extractive,False
Fast,Q038,English কোর্সে কোন কোন Teaching-Learning Strategy ব্যবহার করা হয়?,ENG (CSE) 101,topics,medium,verified,bangla,bangla,True,True,document3.pdf,3;4,document3.pdf,1,False,True,0.5,True,False,0.0,0.0,0.0,False,False,True,False,0.005,fast_extractive,False
Fast,Q038,English course-e kon kon Teaching-Learning Strategy use kora hoy?,ENG (CSE) 101,topics,medium,verified,banglish,banglish,True,True,document3.pdf,3;4,document3.pdf,1,False,True,0.5,True,False,0.0,0.0,0.0,False,False,True,False,0.005,fast_extractive,False
Fast,Q039,How many class tests and quizzes may be taken during the semester?,ENG (CSE) 101,assessment,medium,verified,english,english,True,True,document3.pdf,4;5,document1.pdf,4,False,True,0.5,False,False,0.5,0.07142857142857142,0.125,False,False,True,False,0.004,fast_extractive,False
Fast,Q039,একটি Semester-এ কতটি Class Test এবং Quiz নেওয়া হতে পারে?,ENG (CSE) 101,assessment,medium,verified,bangla,bangla,True,True,document3.pdf,4;5,document3.pdf,5,True,True,1.0,True,True,0.375,0.06,0.10344827586206896,False,False,True,False,0.005,fast_extractive,False
Fast,Q039,Ekta Semester-e koyti Class Test ebong Quiz neya hote pare?,ENG (CSE) 101,assessment,medium,verified,banglish,banglish,True,True,document3.pdf,4;5,document3.pdf,5,True,True,1.0,True,True,0.6,0.057692307692307696,0.10526315789473685,False,False,True,False,0.005,fast_extractive,False
Fast,Q040,What percentage of the total evaluation is allocated to the Term Examination?,ENG (CSE) 101,final_exam_marks,easy,verified,english,english,True,True,document3.pdf,4;5,document2.pdf,9,False,False,0.0,False,False,0.125,0.3333333333333333,0.18181818181818182,False,False,False,False,0.004,fast_extractive,False
Fast,Q040,মোট Evaluation-এর কত শতাংশ Term Examination-এর জন্য বরাদ্দ করা হয়েছে?,ENG (CSE) 101,final_exam_marks,easy,verified,bangla,bangla,True,True,document3.pdf,4;5,document2.pdf,9,False,False,0.0,False,False,0.14285714285714285,0.25,0.18181818181818182,False,False,False,False,0.007,fast_extractive,False
Fast,Q040,Total Evaluation-er koto percent Term Examination-er jonno boraddo kora hoyeche?,ENG (CSE) 101,final_exam_marks,easy,verified,banglish,banglish,True,True,document3.pdf,4;5,document2.pdf,9,False,False,0.0,False,False,1.0,0.25,0.4,True,False,False,True,0.006,fast_extractive,False
Fast,Q041,What is the course code and title of MTH 101?,MTH 101,course_metadata,easy,verified,english,english,True,True,document1.pdf,1,document1.pdf,1,True,True,1.0,True,True,1.0,1.0,1.0,True,True,True,True,0.003,fast_extractive,False
Fast,Q041,MTH 101 কোর্সের কোর্স কোড এবং শিরোনাম কী?,MTH 101,course_metadata,easy,verified,bangla,bangla,True,True,document1.pdf,1,document1.pdf,1,True,True,1.0,True,True,0.5,0.5714285714285714,0.5333333333333333,False,True,True,False,0.005,fast_extractive,False
Fast,Q041,MTH 101 course-er course code ebong title ki?,MTH 101,course_metadata,easy,verified,banglish,banglish,True,True,document1.pdf,1,document1.pdf,1,True,True,1.0,True,True,1.0,1.0,1.0,True,True,True,True,0.004,fast_extractive,False
Fast,Q042,What are the main objectives of Calculus I?,MTH 101,course_objective,medium,verified,english,english,True,True,document1.pdf,1,document1.pdf,1,True,True,1.0,True,True,0.8,0.5,0.6153846153846154,True,True,True,False,0.002,fast_extractive,False
Fast,Q042,Calculus I কোর্সের প্রধান উদ্দেশ্যগুলো কী?,MTH 101,course_objective,medium,verified,bangla,bangla,True,True,document1.pdf,1,document1.pdf,1,True,True,1.0,True,True,0.7692307692307693,0.4878048780487805,0.5970149253731344,True,True,True,False,0.003,fast_extractive,False
Fast,Q042,Calculus I course-er main objectives-gulo ki?,MTH 101,course_objective,medium,verified,banglish,banglish,True,False,document1.pdf,1,document1.pdf,1,True,True,1.0,True,True,0.76,0.4418604651162791,0.5588235294117647,True,True,True,False,0.004,fast_extractive,False
Fast,Q043,What is CLO 1 of MTH 101?,MTH 101,clo,easy,verified,english,english,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.9,0.6,0.7200000000000001,True,True,True,True,0.002,fast_extractive,False
Fast,Q043,MTH 101-এর CLO 1 কী?,MTH 101,clo,easy,verified,bangla,bangla,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.8181818181818182,0.5625,0.6666666666666666,True,True,True,False,0.003,fast_extractive,False
Fast,Q043,MTH 101-er CLO 1 ki?,MTH 101,clo,easy,verified,banglish,banglish,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.9,0.6,0.7200000000000001,True,True,True,True,0.003,fast_extractive,False
Fast,Q044,What is CLO 2 of MTH 101?,MTH 101,clo,easy,verified,english,english,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.8888888888888888,0.8888888888888888,0.8888888888888888,True,True,True,True,0.002,fast_extractive,False
Fast,Q044,MTH 101-এর CLO 2 কী?,MTH 101,clo,easy,verified,bangla,bangla,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.45454545454545453,0.5,0.47619047619047616,False,True,True,False,0.003,fast_extractive,False
Fast,Q044,MTH 101-er CLO 2 ki?,MTH 101,clo,easy,verified,banglish,banglish,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.5555555555555556,0.5555555555555556,0.5555555555555556,False,True,True,False,0.003,fast_extractive,False
Fast,Q045,What is CLO 3 of MTH 101?,MTH 101,clo,easy,verified,english,english,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,1.0,0.9285714285714286,0.962962962962963,True,True,True,True,0.002,fast_extractive,False
Fast,Q045,MTH 101-এর CLO 3 কী?,MTH 101,clo,easy,verified,bangla,bangla,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.7692307692307693,0.6666666666666666,0.7142857142857142,True,True,True,False,0.003,fast_extractive,False
Fast,Q045,MTH 101-er CLO 3 ki?,MTH 101,clo,easy,verified,banglish,banglish,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.8333333333333334,0.7142857142857143,0.7692307692307692,True,True,True,False,0.003,fast_extractive,False
Fast,Q046,What is CLO 4 of MTH 101?,MTH 101,clo,easy,verified,english,english,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,1.0,0.8888888888888888,0.9411764705882353,True,True,True,True,0.002,fast_extractive,False
Fast,Q046,MTH 101-এর CLO 4 কী?,MTH 101,clo,easy,verified,bangla,bangla,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.6,0.6,0.6,False,True,True,False,0.003,fast_extractive,False
Fast,Q046,MTH 101-er CLO 4 ki?,MTH 101,clo,easy,verified,banglish,banglish,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.75,0.6666666666666666,0.7058823529411765,True,True,True,False,0.003,fast_extractive,False
Fast,Q047,What is CLO 5 of MTH 101?,MTH 101,clo,easy,verified,english,english,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,1.0,0.7857142857142857,0.88,True,True,True,True,0.003,fast_extractive,False
Fast,Q047,MTH 101-এর CLO 5 কী?,MTH 101,clo,easy,verified,bangla,bangla,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.8333333333333334,0.6666666666666666,0.7407407407407408,True,True,True,False,0.003,fast_extractive,False
Fast,Q047,MTH 101-er CLO 5 ki?,MTH 101,clo,easy,verified,banglish,banglish,True,True,document1.pdf,2,document1.pdf,1,False,True,0.5,True,False,0.9,0.6428571428571429,0.75,True,True,True,True,0.003,fast_extractive,False
Fast,Q048,What topics are included under Functions?,MTH 101,topics,medium,verified,english,english,True,True,document1.pdf,3;4,document1.pdf,2,False,True,0.3333333333333333,True,False,1.0,0.6818181818181818,0.8108108108108109,True,True,True,True,0.004,structured_extractive,False
Fast,Q048,Functions-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,MTH 101,topics,medium,verified,bangla,bangla,True,False,document1.pdf,3;4,document1.pdf,2,False,True,0.3333333333333333,True,False,1.0,0.6818181818181818,0.8108108108108109,True,True,True,True,0.005,structured_extractive,False
Fast,Q048,Functions-er under-e kon kon topic include kora hoyeche?,MTH 101,topics,medium,verified,banglish,banglish,True,True,document1.pdf,3;4,document1.pdf,2,False,True,0.3333333333333333,True,False,1.0,0.6818181818181818,0.8108108108108109,True,True,True,True,0.006,structured_extractive,False
Fast,Q049,What topics are included under Limits?,MTH 101,topics,medium,verified,english,english,True,True,document1.pdf,3;4,document1.pdf,2,False,False,0.0,True,False,0.9444444444444444,0.68,0.7906976744186047,True,True,False,True,0.004,structured_extractive,False
Fast,Q049,Limits-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,MTH 101,topics,medium,verified,bangla,bangla,True,False,document1.pdf,3;4,document1.pdf,2,False,False,0.0,True,False,0.9444444444444444,0.68,0.7906976744186047,True,True,False,True,0.006,structured_extractive,False
Fast,Q049,Limits-er under-e kon kon topic include kora hoyeche?,MTH 101,topics,medium,verified,banglish,banglish,True,True,document1.pdf,3;4,document1.pdf,2,False,False,0.0,True,False,0.9444444444444444,0.68,0.7906976744186047,True,True,False,True,0.006,structured_extractive,False
Fast,Q050,What topics are covered under Derivatives?,MTH 101,topics,medium,verified,english,english,True,True,document1.pdf,3;4,document1.pdf,2,False,False,0.0,True,False,1.0,0.8333333333333334,0.9090909090909091,True,True,False,True,0.004,structured_extractive,False
Fast,Q050,Derivatives-এর অধীনে কোন কোন বিষয় পড়ানো হয়?,MTH 101,topics,medium,verified,bangla,bangla,True,False,document1.pdf,3;4,document1.pdf,2,False,False,0.0,True,False,1.0,0.8333333333333334,0.9090909090909091,True,True,False,True,0.005,structured_extractive,False
Fast,Q050,Derivatives-er under-e kon kon topic porano hoy?,MTH 101,topics,medium,verified,banglish,banglish,True,True,document1.pdf,3;4,document1.pdf,2,False,False,0.0,True,False,1.0,0.8333333333333334,0.9090909090909091,True,True,False,True,0.005,structured_extractive,False
Fast,Q051,What applications of differentiation are included in the course?,MTH 101,topics,medium,verified,english,english,True,True,document1.pdf,3;4,document3.pdf,2,False,False,0.0,False,False,0.05,0.014084507042253521,0.02197802197802198,False,False,False,False,0.002,structured_extractive,False
Fast,Q051,Differentiation-এর কোন কোন Application কোর্সে অন্তর্ভুক্ত রয়েছে?,MTH 101,topics,medium,verified,bangla,bangla,True,True,document1.pdf,3;4,document3.pdf,2,False,False,0.0,False,False,0.05,0.013888888888888888,0.02173913043478261,False,False,False,False,0.005,structured_extractive,False
Fast,Q051,Differentiation-er kon kon Application course-e include kora hoyeche?,MTH 101,topics,medium,verified,banglish,banglish,True,True,document1.pdf,3;4,document3.pdf,2,False,False,0.0,False,False,0.05,0.013513513513513514,0.02127659574468085,False,False,False,False,0.004,structured_extractive,False
Fast,Q052,What topics are included under Integrals?,MTH 101,topics,medium,verified,english,english,True,True,document1.pdf,3;4,document1.pdf,2,False,False,0.0,True,False,0.9411764705882353,0.8,0.8648648648648648,True,True,False,True,0.004,structured_extractive,False
Fast,Q052,Integrals-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,MTH 101,topics,medium,verified,bangla,bangla,True,False,document1.pdf,3;4,document1.pdf,2,False,False,0.0,True,False,0.9411764705882353,0.8,0.8648648648648648,True,True,False,True,0.006,structured_extractive,False
Fast,Q052,Integrals-er under-e kon kon topic include kora hoyeche?,MTH 101,topics,medium,verified,banglish,banglish,True,True,document1.pdf,3;4,document1.pdf,2,False,False,0.0,True,False,0.9411764705882353,0.8,0.8648648648648648,True,True,False,True,0.006,structured_extractive,False
Fast,Q053,What is the Fundamental Theorem of Calculus included with?,MTH 101,topics,hard,needs_review,english,english,True,True,document1.pdf,3;4,document1.pdf,2,False,True,0.3333333333333333,True,False,0.7142857142857143,0.10309278350515463,0.1801801801801802,True,False,True,False,0.003,structured_extractive,False
Fast,Q053,Fundamental Theorem of Calculus কোন কোন বিষয়ের সঙ্গে অন্তর্ভুক্ত করা হয়েছে?,MTH 101,topics,hard,needs_review,bangla,bangla,True,True,document1.pdf,3;4,document1.pdf,2,False,True,0.3333333333333333,True,False,0.6666666666666666,0.10204081632653061,0.17699115044247787,False,False,True,False,0.006,structured_extractive,False
Fast,Q053,Fundamental Theorem of Calculus kon kon topic-er shathe include kora hoyeche?,MTH 101,topics,hard,needs_review,banglish,banglish,True,False,document1.pdf,3;4,document1.pdf,2,False,True,0.5,True,False,0.6470588235294118,0.11,0.18803418803418803,False,False,True,False,0.006,structured_extractive,False
Fast,Q054,What applications of integration are included in the course?,MTH 101,topics,medium,verified,english,english,True,True,document1.pdf,3;4,document3.pdf,2,False,False,0.0,False,False,0.07142857142857142,0.014084507042253521,0.023529411764705882,False,False,False,False,0.002,structured_extractive,False
Fast,Q054,Integration-এর কোন কোন Application কোর্সে অন্তর্ভুক্ত রয়েছে?,MTH 101,topics,medium,verified,bangla,bangla,True,True,document1.pdf,3;4,document3.pdf,2,False,False,0.0,False,False,0.07142857142857142,0.013888888888888888,0.023255813953488372,False,False,False,False,0.004,structured_extractive,False
Fast,Q054,Integration-er kon kon Application course-e include kora hoyeche?,MTH 101,topics,medium,verified,banglish,banglish,True,True,document1.pdf,3;4,document3.pdf,2,False,False,0.0,False,False,0.07142857142857142,0.013513513513513514,0.022727272727272728,False,False,False,False,0.005,structured_extractive,False
Fast,Q055,What is taught in Week 1 of MTH 101?,MTH 101,weekly_content,medium,verified,english,english,True,True,document1.pdf,4;5,document1.pdf,3,False,True,0.5,True,False,0.6666666666666666,0.19047619047619047,0.2962962962962963,False,False,True,False,0.004,fast_extractive,False
Fast,Q055,MTH 101-এর Week 1-এ কী পড়ানো হয়?,MTH 101,weekly_content,medium,verified,bangla,bangla,True,True,document1.pdf,4;5,document1.pdf,3,False,True,0.5,True,False,0.6666666666666666,0.18181818181818182,0.28571428571428575,False,False,True,False,0.006,fast_extractive,False
Fast,Q055,MTH 101-er Week 1-e ki porano hoy?,MTH 101,weekly_content,medium,verified,banglish,banglish,True,True,document1.pdf,4;5,document1.pdf,3,False,True,0.5,True,False,1.0,0.22727272727272727,0.37037037037037035,True,False,True,True,0.006,fast_extractive,False
Fast,Q056,What topics are covered in Week 2?,MTH 101,weekly_content,medium,verified,english,english,True,True,document1.pdf,4;5,document1.pdf,3,False,False,0.0,True,False,0.6666666666666666,1.0,0.8,False,True,False,False,0.004,fast_extractive,False
Fast,Q056,Week 2-এ কোন কোন বিষয় পড়ানো হয়?,MTH 101,weekly_content,medium,verified,bangla,bangla,True,True,document1.pdf,4;5,document1.pdf,3,False,False,0.0,True,False,0.6666666666666666,0.8,0.7272727272727272,False,True,False,False,0.006,fast_extractive,False
Fast,Q056,Week 2-e kon kon topic porano hoy?,MTH 101,weekly_content,medium,verified,banglish,banglish,True,True,document1.pdf,4;5,document1.pdf,3,False,False,0.0,True,False,1.0,1.0,1.0,True,True,False,True,0.006,fast_extractive,False
Fast,Q057,What topics are covered in Week 5?,MTH 101,weekly_content,medium,verified,english,english,True,True,document1.pdf,4;5,document1.pdf,3,False,False,0.0,True,False,0.7142857142857143,1.0,0.8333333333333333,True,True,False,False,0.006,fast_extractive,False
Fast,Q057,Week 5-এ কোন বিষয় পড়ানো হয়?,MTH 101,weekly_content,medium,verified,bangla,bangla,True,True,document1.pdf,4;5,document1.pdf,3,False,False,0.0,True,False,0.7142857142857143,0.8333333333333334,0.7692307692307692,True,True,False,False,0.006,fast_extractive,False
Fast,Q057,Week 5-e kon topic porano hoy?,MTH 101,weekly_content,medium,verified,banglish,banglish,True,True,document1.pdf,4;5,document1.pdf,3,False,False,0.0,True,False,1.0,1.0,1.0,True,True,False,True,0.006,fast_extractive,False
Fast,Q058,When is the Mid-Term Examination held?,MTH 101,weekly_content,hard,needs_review,english,english,True,True,document1.pdf,4;5,document1.pdf,3,False,True,0.5,True,False,0.8333333333333334,0.05813953488372093,0.10869565217391304,True,False,True,False,0.003,fast_extractive,False
Fast,Q058,Mid-Term Examination কখন অনুষ্ঠিত হয়?,MTH 101,weekly_content,hard,needs_review,bangla,bangla,True,True,document1.pdf,4;5,document1.pdf,3,False,True,0.5,True,False,0.6666666666666666,0.04938271604938271,0.09195402298850575,False,False,True,False,0.003,fast_extractive,False
Fast,Q058,Mid-Term Examination kokhon onushthito hoy?,MTH 101,weekly_content,hard,needs_review,banglish,banglish,True,True,document1.pdf,4;5,document1.pdf,3,False,True,0.5,True,False,1.0,0.012048192771084338,0.02380952380952381,True,False,True,True,0.004,fast_extractive,False
Fast,Q059,When are Gamma and Beta functions covered?,MTH 101,weekly_content,medium,verified,english,english,True,True,document1.pdf,4;5,document1.pdf,2,False,False,0.0,True,False,0.2857142857142857,0.020618556701030927,0.038461538461538464,False,False,False,False,0.003,structured_extractive,False
Fast,Q059,Gamma and Beta Functions কোন সপ্তাহে পড়ানো হয়?,MTH 101,weekly_content,medium,verified,bangla,bangla,True,True,document1.pdf,4;5,document1.pdf,2,False,False,0.0,True,False,0.14285714285714285,0.01020408163265306,0.019047619047619042,False,False,False,False,0.004,structured_extractive,False
Fast,Q059,Gamma and Beta Functions kon week-e porano hoy?,MTH 101,weekly_content,medium,verified,banglish,banglish,True,False,document1.pdf,4;5,document1.pdf,2,False,False,0.0,True,False,0.0,0.0,0.0,False,False,False,False,0.004,structured_extractive,False
Fast,Q060,What percentage of the total evaluation is allocated to Class Tests?,MTH 101,mark_distribution,easy,verified,english,english,True,True,document1.pdf,4;5,document1.pdf,5,True,True,1.0,True,True,0.375,0.3,0.33333333333333326,False,False,True,False,0.006,fast_extractive,False
Fast,Q060,মোট Evaluation-এর কত শতাংশ Class Tests-এর জন্য বরাদ্দ করা হয়েছে?,MTH 101,mark_distribution,easy,verified,bangla,bangla,True,True,document1.pdf,4;5,document1.pdf,5,True,True,1.0,True,True,0.42857142857142855,0.2727272727272727,0.33333333333333326,False,False,True,False,0.007,fast_extractive,False
Fast,Q060,Total Evaluation-er koto percent Class Tests-er jonno boraddo kora hoyeche?,MTH 101,mark_distribution,easy,verified,banglish,banglish,True,True,document1.pdf,4;5,document1.pdf,5,True,True,1.0,True,True,1.0,0.07692307692307693,0.14285714285714288,True,False,True,True,0.007,fast_extractive,False
GGUF,Q001,What is the course code and title of CSE 101?,CSE 101,course_metadata,easy,verified,english,english,True,True,document2.pdf,1,document2.pdf,1,True,True,1.0,True,True,1.0,1.0,1.0,True,True,True,True,24.217,gguf_generation,False
GGUF,Q001,CSE 101 কোর্সের কোর্স কোড এবং শিরোনাম কী?,CSE 101,course_metadata,easy,verified,bangla,bangla,True,True,document2.pdf,1,document2.pdf,1,True,True,1.0,True,True,0.6,0.75,0.6666666666666665,False,True,True,False,9.444,gguf_generation,False
GGUF,Q001,CSE 101 course-er course code ebong title ki?,CSE 101,course_metadata,easy,verified,banglish,banglish,True,True,document2.pdf,1,document2.pdf,1,True,True,1.0,True,True,1.0,0.7,0.8235294117647058,True,True,True,True,7.336,gguf_generation,False
GGUF,Q002,What are the main objectives of the Computer Fundamentals and Programming course?,CSE 101,course_objective,medium,verified,english,english,True,True,document2.pdf,1,document2.pdf,1,True,True,1.0,True,True,0.9,0.72,0.7999999999999999,True,True,True,True,8.686,gguf_generation,False
GGUF,Q002,Computer Fundamentals and Programming কোর্সের প্রধান উদ্দেশ্যগুলো কী?,CSE 101,course_objective,medium,verified,bangla,bangla,True,True,document2.pdf,1,document2.pdf,1,True,True,1.0,True,True,0.6,0.5769230769230769,0.5882352941176471,False,True,True,False,10.426,gguf_generation,False
GGUF,Q002,Computer Fundamentals and Programming course-er main objectives-gulo ki?,CSE 101,course_objective,medium,verified,banglish,banglish,True,True,document2.pdf,1,document2.pdf,1,True,True,1.0,True,True,0.7391304347826086,0.6071428571428571,0.6666666666666666,True,True,True,False,8.429,gguf_generation,False
GGUF,Q003,What is CLO 1 of CSE 101?,CSE 101,clo,easy,verified,english,english,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.8888888888888888,0.8,0.8421052631578948,True,True,True,True,7.236,gguf_generation,False
GGUF,Q003,CSE 101-এর CLO 1 কী?,CSE 101,clo,easy,verified,bangla,bangla,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,True,True,False,6.441,gguf_generation,False
GGUF,Q003,CSE 101-er CLO 1 ki?,CSE 101,clo,easy,verified,banglish,banglish,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.0,0.0,0.0,False,False,False,False,6.054,gguf_generation,False
GGUF,Q004,What is CLO 2 of CSE 101?,CSE 101,clo,easy,verified,english,english,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.8888888888888888,0.8,0.8421052631578948,True,True,True,True,7.201,gguf_generation,False
GGUF,Q004,CSE 101-এর CLO 2 কী?,CSE 101,clo,easy,verified,bangla,bangla,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.75,0.6666666666666666,0.7058823529411765,True,True,True,False,6.569,gguf_generation,False
GGUF,Q004,CSE 101-er CLO 2 ki?,CSE 101,clo,easy,verified,banglish,banglish,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.8571428571428571,0.5454545454545454,0.6666666666666665,True,True,True,True,6.436,gguf_generation,False
GGUF,Q005,What is CLO 3 of CSE 101?,CSE 101,clo,easy,verified,english,english,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.8333333333333334,0.5,0.625,True,True,True,False,7.272,gguf_generation,False
GGUF,Q005,CSE 101-এর CLO 3 কী?,CSE 101,clo,easy,verified,bangla,bangla,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.7142857142857143,0.5555555555555556,0.6250000000000001,True,True,True,False,6.901,gguf_generation,False
GGUF,Q005,CSE 101-er CLO 3 ki?,CSE 101,clo,easy,verified,banglish,banglish,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.8,0.36363636363636365,0.5000000000000001,True,True,True,False,7.879,gguf_generation,False
GGUF,Q006,What is CLO 4 of CSE 101?,CSE 101,clo,easy,verified,english,english,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.8888888888888888,0.7272727272727273,0.7999999999999999,True,True,True,True,7.621,gguf_generation,False
GGUF,Q006,CSE 101-এর CLO 4 কী?,CSE 101,clo,easy,verified,bangla,bangla,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.09090909090909091,0.3333333333333333,0.14285714285714288,False,False,True,False,6.905,gguf_generation,False
GGUF,Q006,CSE 101-er CLO 4 ki?,CSE 101,clo,easy,verified,banglish,banglish,True,True,document2.pdf,2,document2.pdf,2,True,True,1.0,True,True,0.0,0.0,0.0,False,False,False,False,6.444,gguf_generation,False
GGUF,Q007,Name four types of computer hardware mentioned in the course.,CSE 101,topics,medium,needs_review,english,english,True,True,document2.pdf,3;4,document2.pdf,2,False,True,0.3333333333333333,True,False,1.0,1.0,1.0,True,True,True,True,7.241,gguf_generation,False
GGUF,Q007,কোর্সে উল্লেখিত চারটি কম্পিউটার হার্ডওয়্যারের নাম কী?,CSE 101,topics,medium,needs_review,bangla,bangla,True,True,document2.pdf,3;4,document2.pdf,4,True,True,1.0,True,True,1.0,0.25,0.4,True,False,True,True,16.951,gguf_generation,False
GGUF,Q007,Course-e mention kora char-ti computer hardware-er naam ki?,CSE 101,topics,medium,needs_review,banglish,banglish,True,True,document2.pdf,3;4,document2.pdf,2,False,True,0.3333333333333333,True,False,0.0,0.0,0.0,False,False,True,False,7.419,gguf_generation,False
GGUF,Q008,What are the two types of computer software mentioned in the course?,CSE 101,topics,medium,needs_review,english,english,True,True,document2.pdf,3;4,document2.pdf,2,False,True,0.3333333333333333,True,False,1.0,0.3333333333333333,0.5,True,True,True,True,7.509,gguf_generation,False
