question_id,question,expected_language,intent,course_code,difficulty,expected_source,expected_page,ground_truth_status,hit_at_1,hit_at_3,mrr,source_accuracy,page_accuracy,source_rank,page_rank,ambiguous_pages,failure_class,experiment,latency_seconds,retrieved_source_1,retrieved_page_1,retrieved_score_1,rerank_debug_1,retrieved_source_2,retrieved_page_2,retrieved_score_2,rerank_debug_2,retrieved_source_3,retrieved_page_3,retrieved_score_3,rerank_debug_3
Q016,What topics are included under repetition and loop statements?,english,topics,CSE 101,medium,document2.pdf,3;4,needs_review,True,True,1.0,True,True,1,1,True,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.233,document2.pdf,3,6.0863,"{'semantic_score': 0.5063026547431946, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 0.4, 'lexical_boost': 0.48, 'section_boost': 0.9, 'topic_plan_boost': 2.2, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.086302654743195}",document2.pdf,7,4.8722,"{'semantic_score': 0.6921522617340088, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 0.8, 'lexical_boost': 0.48, 'section_boost': 0.9, 'topic_plan_boost': 0.40000000000000013, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 4.872152261734009}",document3.pdf,2,3.5387,"{'semantic_score': 0.518682599067688, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 2.2, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 3.5386825990676876}"
Q016,Repetition and Loop Statements-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,bangla,topics,CSE 101,medium,document2.pdf,3;4,needs_review,True,True,1.0,True,True,1,1,True,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.208,document2.pdf,3,5.5597,"{'semantic_score': 0.4996836185455322, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 2.2, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.559683618545533}",document2.pdf,7,3.9505,"{'semantic_score': 0.6904946565628052, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 0.40000000000000013, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 3.950494656562805}",document3.pdf,2,3.4115,"{'semantic_score': 0.5115063190460205, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.9, 'topic_plan_boost': 2.2, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 3.411506319046021}"
Q016,Repetition and Loop Statements-er under-e kon kon topic include kora hoyeche?,banglish,topics,CSE 101,medium,document2.pdf,3;4,needs_review,True,True,1.0,True,True,1,1,True,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.217,document2.pdf,3,5.8967,"{'semantic_score': 0.4366920292377472, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 0.4, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 2.2, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.896692029237747}",document2.pdf,7,4.7596,"{'semantic_score': 0.5795520544052124, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 0.8, 'lexical_boost': 0.48, 'section_boost': 0.9, 'topic_plan_boost': 0.40000000000000013, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 4.759552054405213}",document3.pdf,2,3.4670,"{'semantic_score': 0.44699519872665405, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 2.2, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 3.4669951987266536}"
Q017,What types of arrays are mentioned in the course outline?,english,topics,CSE 101,medium,document2.pdf,3;4,needs_review,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.338,document2.pdf,1,1.6251,"{'semantic_score': 0.5051009058952332, 'course_boost': 1.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.6251009058952333}",document2.pdf,7,1.5103,"{'semantic_score': 0.5903499126434326, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.5103499126434325}",document2.pdf,2,1.6095,"{'semantic_score': 0.5694984197616577, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.6094984197616578}"
Q017,কোর্সের Outline-এ কোন কোন ধরনের Array উল্লেখ করা হয়েছে?,bangla,topics,CSE 101,medium,document2.pdf,3;4,needs_review,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.218,document2.pdf,1,6.0794,"{'semantic_score': 0.5094406604766846, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.079440660476685}",document2.pdf,2,1.3752,"{'semantic_score': 0.57523512840271, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.37523512840271}",document2.pdf,7,1.4846,"{'semantic_score': 0.564605712890625, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.484605712890625}"
Q017,Course-er Outline-e kon kon dhoroner Array mention kora hoyeche?,banglish,topics,CSE 101,medium,document2.pdf,3;4,needs_review,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.216,document2.pdf,1,1.5139,"{'semantic_score': 0.3938731551170349, 'course_boost': 1.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.513873155117035}",document2.pdf,7,1.3864,"{'semantic_score': 0.4663622975349426, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.3863622975349426}",document2.pdf,2,1.2425,"{'semantic_score': 0.44254595041275024, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.2425459504127503}"
Q018,In which week is the Mid-Term Examination scheduled for CSE 101?,english,weekly_content,CSE 101,medium,document2.pdf,4;5,verified,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.297,document2.pdf,1,3.5513,"{'semantic_score': 0.49126100540161133, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 3.551261005401611}",document3.pdf,4,0.1100,"{'semantic_score': 0.6300066709518433, 'course_boost': 0.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.48, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 0.11000667095184324}",document2.pdf,8,1.7469,"{'semantic_score': 0.5869215726852417, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.7469215726852418}"
Q018,CSE 101 কোর্সের Mid-Term Examination কোন সপ্তাহে অনুষ্ঠিত হয়?,bangla,weekly_content,CSE 101,medium,document2.pdf,4;5,verified,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.204,document2.pdf,1,3.5719,"{'semantic_score': 0.5118775963783264, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 3.571877596378326}",document3.pdf,4,0.0002,"{'semantic_score': 0.6401618719100952, 'course_boost': 0.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 0.0001618719100950905}",document2.pdf,8,1.7501,"{'semantic_score': 0.5900712013244629, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.750071201324463}"
Q018,CSE 101 course-er Mid-Term Examination kon week-e onushthito hoy?,banglish,weekly_content,CSE 101,medium,document2.pdf,4;5,verified,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.198,document2.pdf,1,3.5223,"{'semantic_score': 0.4623032212257385, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 3.522303221225738}",document3.pdf,4,0.0792,"{'semantic_score': 0.5991822481155396, 'course_boost': 0.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.48, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 0.07918224811553953}",document1.pdf,4,0.0271,"{'semantic_score': 0.5471045970916748, 'course_boost': 0.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.48, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 0.027104597091674787}"
Q019,What percentage of the total marks is allocated to the Final Exam?,english,final_exam_marks,CSE 101,easy,document2.pdf,4;5,verified,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.198,document2.pdf,9,5.9653,"{'semantic_score': 0.5852699279785156, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.48, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.965269927978516}",document3.pdf,6,5.6971,"{'semantic_score': 0.5570774078369141, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.697077407836915}",document1.pdf,5,5.5593,"{'semantic_score': 0.5392940640449524, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.559294064044953}"
Q019,মোট নম্বরের কত শতাংশ Final Exam-এর জন্য বরাদ্দ করা হয়েছে?,bangla,final_exam_marks,CSE 101,easy,document2.pdf,4;5,verified,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.200,document2.pdf,9,5.6944,"{'semantic_score': 0.5544039011001587, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.694403901100159}",document3.pdf,6,5.5597,"{'semantic_score': 0.5397228002548218, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.559722800254822}",document2.pdf,8,0.6586,"{'semantic_score': 0.5385814309120178, 'course_boost': 0.0, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 0.6585814309120178}"
Q019,Total marks-er koto percent Final Exam-er jonno boraddo kora hoyeche?,banglish,final_exam_marks,CSE 101,easy,document2.pdf,4;5,verified,False,False,0.0,True,False,1,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.193,document2.pdf,9,5.8622,"{'semantic_score': 0.4821558892726898, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.48, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.862155889272691}",document3.pdf,6,5.5938,"{'semantic_score': 0.4538194537162781, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.593819453716279}",document1.pdf,5,5.4590,"{'semantic_score': 0.4389655888080597, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 5.45896558880806}"
Q020,What grade is awarded for a score of 80% or above?,english,assessment,CSE 101,medium,document2.pdf,4;5,verified,False,False,0.0,False,False,2,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.181,document1.pdf,5,2.6290,"{'semantic_score': 0.568958580493927, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 2.628958580493927}",document2.pdf,9,2.6216,"{'semantic_score': 0.56158447265625, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 2.62158447265625}",document3.pdf,6,2.2566,"{'semantic_score': 0.556553065776825, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 2.256553065776825}"
Q020,80% বা তার বেশি নম্বর পেলে কোন Grade প্রদান করা হয়?,bangla,assessment,CSE 101,medium,document2.pdf,4;5,verified,False,False,0.0,False,False,2,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.209,document1.pdf,5,2.5206,"{'semantic_score': 0.5806311368942261, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 2.520631136894226}",document2.pdf,9,2.5151,"{'semantic_score': 0.5750764608383179, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 2.515076460838318}",document3.pdf,6,2.2676,"{'semantic_score': 0.5676077008247375, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 2.2676077008247377}"
Q020,80% ba tar beshi marks pele kon Grade deya hoy?,banglish,assessment,CSE 101,medium,document2.pdf,4;5,verified,False,False,0.0,False,False,2,,True,C_SOURCE_TOP3_PAGE_ABSENT,Optimized retrieval,0.167,document1.pdf,5,2.5989,"{'semantic_score': 0.5388596653938293, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 2.5988596653938294}",document2.pdf,9,2.5958,"{'semantic_score': 0.5358186960220337, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 2.5958186960220337}",document3.pdf,6,2.3448,"{'semantic_score': 0.5247595310211182, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 2.344759531021118}"
Q021,What is the course code and title of the English course?,english,course_metadata,ENG (CSE) 101,easy,document3.pdf,1,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.162,document3.pdf,1,3.6926,"{'semantic_score': 0.6325744390487671, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 3.6925744390487667}",document3.pdf,2,1.3525,"{'semantic_score': 0.5524505972862244, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.3524505972862244}",document2.pdf,1,1.4904,"{'semantic_score': 0.5503686666488647, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 1.4903686666488647}"
Q021,English কোর্সের কোর্স কোড এবং শিরোনাম কী?,bangla,course_metadata,ENG (CSE) 101,easy,document3.pdf,1,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.159,document3.pdf,1,3.4443,"{'semantic_score': 0.6242852210998535, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 3.4442852210998534}",document3.pdf,2,1.3627,"{'semantic_score': 0.5627002716064453, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.0, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.3627002716064454}",document3.pdf,3,1.4823,"{'semantic_score': 0.5623295903205872, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.482329590320587}"
Q021,English course-er course code ebong title ki?,banglish,course_metadata,ENG (CSE) 101,easy,document3.pdf,1,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.167,document3.pdf,1,3.5634,"{'semantic_score': 0.5034449696540833, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.36, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 3.563444969654083}",document2.pdf,1,1.3920,"{'semantic_score': 0.45198336243629456, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 1.3919833624362945}",document1.pdf,1,1.3693,"{'semantic_score': 0.4292936623096466, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 1.3692936623096466}"
Q022,What is the main objective of the English course?,english,course_objective,ENG (CSE) 101,medium,document3.pdf,1,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.162,document3.pdf,1,3.5653,"{'semantic_score': 0.6253188848495483, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 3.5653188848495483}",document3.pdf,5,1.4682,"{'semantic_score': 0.5481587052345276, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.4681587052345275}",document3.pdf,3,1.4623,"{'semantic_score': 0.5423393845558167, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.4623393845558166}"
Q022,English কোর্সের প্রধান উদ্দেশ্য কী?,bangla,course_objective,ENG (CSE) 101,medium,document3.pdf,1,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.156,document3.pdf,1,3.4361,"{'semantic_score': 0.6160995364189148, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 3.4360995364189146}",document3.pdf,3,1.4600,"{'semantic_score': 0.5400010943412781, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.460001094341278}",document3.pdf,5,1.4538,"{'semantic_score': 0.5338025689125061, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.453802568912506}"
Q022,English course-er main objective ki?,banglish,course_objective,ENG (CSE) 101,medium,document3.pdf,1,verified,True,True,1.0,True,True,1,1,False,A_SOURCE_AND_PAGE_RANK1,Optimized retrieval,0.166,document3.pdf,1,3.5299,"{'semantic_score': 0.5898951888084412, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 0.0, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 3.529895188808441}",document3.pdf,3,1.4464,"{'semantic_score': 0.5263501405715942, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.4463501405715942}",document3.pdf,5,1.4429,"{'semantic_score': 0.5229434967041016, 'course_boost': 0.8, 'intent_boost': 0.0, 'field_boost': 0.0, 'lexical_boost': 0.12, 'section_boost': 0.0, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 1.4429434967041015}"
Q023,What is CLO 1 of the English course?,english,clo,ENG (CSE) 101,easy,document3.pdf,2,verified,False,True,0.5,True,False,1,2,False,B_SOURCE_TOP3_PAGE_NOT_RANK1,Optimized retrieval,0.182,document3.pdf,1,6.6452,"{'semantic_score': 0.5051743984222412, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.645174398422242}",document3.pdf,2,6.0075,"{'semantic_score': 0.6375001668930054, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.007500166893006}",document1.pdf,3,4.1874,"{'semantic_score': 0.6174246668815613, 'course_boost': 0.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': -1.0, 'metadata_penalty': 0.0, 'final_score': 4.187424666881562}"
Q023,English কোর্সের CLO 1 কী?,bangla,clo,ENG (CSE) 101,easy,document3.pdf,2,verified,False,True,0.5,True,False,1,2,False,B_SOURCE_TOP3_PAGE_NOT_RANK1,Optimized retrieval,0.195,document3.pdf,1,6.6442,"{'semantic_score': 0.5041511654853821, 'course_boost': 1.0, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.24, 'section_boost': 0.9, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.644151165485383}",document3.pdf,2,6.0120,"{'semantic_score': 0.6419706344604492, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.12, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.01197063446045}",document3.pdf,3,6.1187,"{'semantic_score': 0.6287280917167664, 'course_boost': 0.8, 'intent_boost': 0.8, 'field_boost': 3.2, 'lexical_boost': 0.24, 'section_boost': 0.45, 'topic_plan_boost': 0.0, 'penalty': 0.0, 'metadata_penalty': 0.0, 'final_score': 6.1187280917167675}"
