question_id,question,expected_language,course_code,expected_intent,detected_intent,ground_truth_status,detected_language,response_language,language_consistent,reference_answer,generated_answer,language_consistency,reference_token_overlap,answer_mode,generation_mode,retrieved_source_1,retrieved_page_1,retrieved_score_1,retrieved_source_2,retrieved_page_2,retrieved_score_2,retrieved_source_3,retrieved_page_3,retrieved_score_3,latency_seconds,answer_bank_enabled,retrieved_source,retrieved_page,retrieval_score
Q014,Course-e kon kon Decision-Making Statement include kora hoyeche?,banglish,CSE 101,topics,topics,needs_review,banglish,banglish,True,"If-else, switch statements and conditional operators.","Ei information-ta: Topics include 15. Alignment of topics of the courses with CLOs: SL Topic/ Content Course Outcome 1 Overview of the syllabus, Introduction to basic grammar like Articles CLO1 2 Subject Verb Agreement and Prepositions; Quiz 1 CLO1 3 Pronouns and possessives, Reading comprehension CLO1, CLO2 4 Tense; Class Test 1 CLO1 5 letter writing (Order, Apology, Complain, Request) CLO3 6 Email Writing CLO4 7 Review of Midterm Syllabus MIDTERM EXAM 8 Discussion of Midterm Exam Result, Conditional Sentences CLO1, CLO2 9 Joining sentences CLO1 10 Modals Verbs, Quiz 2 CLO1 11 Commonly confusing words CLO2 12 Punctuation, capital letters and Spelling (Error Correction) CLO1, CLO2 13 Film and book review; Presentation CLO4 14 Paragraph writing and Review of Final Exam Syllabus CLO3, CLO4.",True,0.167,structured_extractive,structured_extractive,document3.pdf,2,16.0000,document2.pdf,2,15.0000,document2.pdf,3,11.0000,0.005,False,document3.pdf; document2.pdf; document2.pdf,2; 2; 3,16.0000; 15.0000; 11.0000
Q015,What three types of loops are included in CSE 101?,english,CSE 101,topics,topics,verified,english,english,True,"For loop, while loop and do-while loop.","Topics include Computer Hardware: mouse, keyboard, monitor, CPU, printer, scanner, router, modem; Computer Software: application software, system software; Boolean Algebra: logic gates, Boolean addition, and multiplication, Number Systems: binary, decimal, octal, hexadecimal number systems and their conversions, addition, subtraction; Program Planning Tools: flowcharts, algorithms, pseudocodes; Introduction to Programming: basic input-output, data types, constants and variables; operators and expressions; type conversion; Decision making: branching and selection structures; if-else and switch statements, conditional operators; Repetition and Loop Statements: for loop, while loop, do-while loop, branching and looping, loop nesting; Arrays: introduction to arrays.",True,1.000,structured_extractive,structured_extractive,document2.pdf,2,34.0000,document2.pdf,1,30.0000,document2.pdf,3,26.0000,0.004,False,document2.pdf; document2.pdf; document2.pdf,2; 1; 3,34.0000; 30.0000; 26.0000
Q015,CSE 101 কোর্সে কোন তিন ধরনের Loop অন্তর্ভুক্ত রয়েছে?,bangla,CSE 101,topics,course_type,verified,bangla,bangla,True,"For loop, while loop and do-while loop.",উত্তর: Course type: Core Course.,True,0.000,fast_extractive,fast_extractive,document2.pdf,1,30.0000,document2.pdf,2,22.0000,document2.pdf,3,22.0000,0.005,False,document2.pdf; document2.pdf; document2.pdf,1; 2; 3,30.0000; 22.0000; 22.0000
Q015,CSE 101 course-e kon tin dhoroner Loop include kora hoyeche?,banglish,CSE 101,topics,topics,verified,banglish,english,False,"For loop, while loop and do-while loop.","Ei information-ta: Topics include Computer Hardware: mouse, keyboard, monitor, CPU, printer, scanner, router, modem; Computer Software: application software, system software; Boolean Algebra: logic gates, Boolean addition, and multiplication, Number Systems: binary, decimal, octal, hexadecimal number systems and their conversions, addition, subtraction; Program Planning Tools: flowcharts, algorithms, pseudocodes; Introduction to Programming: basic input-output, data types, constants and variables; operators and expressions; type conversion; Decision making: branching and selection structures; if-else and switch statements, conditional operators; Repetition and Loop Statements: for loop, while loop, do-while loop, branching and looping, loop nesting; Arrays: introduction to arrays.",False,1.000,structured_extractive,structured_extractive,document2.pdf,2,33.0000,document2.pdf,1,31.0000,document2.pdf,3,29.0000,0.005,False,document2.pdf; document2.pdf; document2.pdf,2; 1; 3,33.0000; 31.0000; 29.0000
Q016,What topics are included under repetition and loop statements?,english,CSE 101,topics,topics,needs_review,english,english,True,"Branching and looping, for loop, while loop, do-while loop and loop nesting.","Topics under repetition and loop statements:
- For loop
- While loop
- Do-while loop
- Branching
- Looping
- Loop nesting",True,1.000,structured_extractive,structured_extractive,document2.pdf,2,29.0000,document2.pdf,7,21.0000,document3.pdf,2,18.0000,0.005,False,document2.pdf; document2.pdf; document3.pdf,2; 7; 2,29.0000; 21.0000; 18.0000
Q016,Repetition and Loop Statements-এর অধীনে কোন কোন বিষয় অন্তর্ভুক্ত রয়েছে?,bangla,CSE 101,topics,topics,needs_review,bangla,banglish,False,"Branching and looping, for loop, while loop, do-while loop and loop nesting.","Repetition and Loop Statements-er odhine bishoygulo:
- For loop
- While loop
- Do-while loop
- Branching
- Looping
- Loop nesting",False,1.000,structured_extractive,structured_extractive,document2.pdf,2,28.0000,document2.pdf,7,18.0000,document3.pdf,2,16.0000,0.007,False,document2.pdf; document2.pdf; document3.pdf,2; 7; 2,28.0000; 18.0000; 16.0000
Q016,Repetition and Loop Statements-er under-e kon kon topic include kora hoyeche?,banglish,CSE 101,topics,topics,needs_review,banglish,banglish,True,"Branching and looping, for loop, while loop, do-while loop and loop nesting.","Repetition and Loop Statements-er under-e topics:
- For loop
- While loop
- Do-while loop
- Branching
- Looping
- Loop nesting",True,1.000,structured_extractive,structured_extractive,document2.pdf,2,30.0000,document2.pdf,7,22.0000,document3.pdf,2,19.0000,0.007,False,document2.pdf; document2.pdf; document3.pdf,2; 7; 2,30.0000; 22.0000; 19.0000
Q017,What types of arrays are mentioned in the course outline?,english,CSE 101,topics,unknown,needs_review,english,english,True,1D array and 2D array.,"Relevant information from the available university documents:

Course Learning Outcomes: at the end of the Course, the Students will be able to – CLO 1 Describe fundamentals of Computer Systems, Software, and Hardware CLO 2 Understand the fundamentals of Boolean algebra and number systems CLO 3 Design flowcharts, algorithms and pseudocodes of problem solutions CLO 4 Develop simple programs using conditionals, loops, and arrays 13. Course Content: Computer Hardware: mouse, keyboard, monitor, CPU, printer, scanner, router, modem; Computer Software: application software, system software; Boolean Algebra: logic gates, Boolean addition, and multiplication, Number Systems: binary, decimal, octal, hexadecimal number systems and their conversions, addition, subtraction; Program Planning Tools: flowcharts, algorithms, pseudocodes; Introduction to Programming: basic input-output, data types, constants and variables; operators and expressions; type conversion; Decision making: branching and selection structures; if-else and switch statements, conditional operators; Repetition and Loop Statements: for loop, while loop, do-while loop, branching and looping, loop nesting; Arrays: introduction to arrays University of Asia Pacific (UAP) Department of Computer Science and Engineering (CSE) BSc in CSE Program Course Outline – Course Name Part A – Introduction 1.",True,0.000,fast_extractive,fast_extractive,document2.pdf,2,4.0000,document3.pdf,1,4.0000,document1.pdf,1,2.0000,0.003,False,document2.pdf; document3.pdf; document1.pdf,2; 1; 1,4.0000; 4.0000; 2.0000
Q017,কোর্সের Outline-এ কোন কোন ধরনের Array উল্লেখ করা হয়েছে?,bangla,CSE 101,topics,course_type,needs_review,bangla,bangla,True,1D array and 2D array.,উত্তর: Course type: Theory.,True,0.000,fast_extractive,fast_extractive,document1.pdf,1,2.0000,document1.pdf,6,2.0000,document2.pdf,1,2.0000,0.005,False,document1.pdf; document1.pdf; document2.pdf,1; 6; 1,2.0000; 2.0000; 2.0000
Q017,Course-er Outline-e kon kon dhoroner Array mention kora hoyeche?,banglish,CSE 101,topics,unknown,needs_review,banglish,banglish,True,1D array and 2D array.,"Ei information-ta: University of Asia Pacific (UAP) Department of Computer Science and Engineering (CSE) BSc in CSE Program Course Outline – Course Name Part A – Introduction 1. Schaum's Outline of Calculus, Seventh Edition. University of Asia Pacific (UAP) Department of Computer Science and Engineering (CSE) BSc in CSE Program Course Outline – Computer Fundamentals and Programming Part A – Introduction 1.",True,0.000,fast_extractive,fast_extractive,document1.pdf,1,3.0000,document1.pdf,6,3.0000,document2.pdf,1,3.0000,0.005,False,document1.pdf; document1.pdf; document2.pdf,1; 6; 1,3.0000; 3.0000; 3.0000
Q018,In which week is the Mid-Term Examination scheduled for CSE 101?,english,CSE 101,weekly_content,course_metadata,verified,english,english,True,The CSE 101 Mid-Term Examination is scheduled in Week 7.,Course code: CSE 101. Course title: Computer Fundamentals and Programming.,True,0.250,fast_extractive,fast_extractive,document2.pdf,1,32.0000,document2.pdf,5,28.0000,document2.pdf,8,26.0000,0.004,False,document2.pdf; document2.pdf; document2.pdf,1; 5; 8,32.0000; 28.0000; 26.0000
Q018,CSE 101 কোর্সের Mid-Term Examination কোন সপ্তাহে অনুষ্ঠিত হয়?,bangla,CSE 101,weekly_content,course_metadata,verified,bangla,bangla,True,The CSE 101 Mid-Term Examination is scheduled in Week 7.,উত্তর: Course code: CSE 101. Course title: Computer Fundamentals and Programming.,True,0.250,fast_extractive,fast_extractive,document2.pdf,1,32.0000,document2.pdf,5,26.0000,document2.pdf,8,26.0000,0.006,False,document2.pdf; document2.pdf; document2.pdf,1; 5; 8,32.0000; 26.0000; 26.0000
Q018,CSE 101 course-er Mid-Term Examination kon week-e onushthito hoy?,banglish,CSE 101,weekly_content,course_metadata,verified,banglish,banglish,True,The CSE 101 Mid-Term Examination is scheduled in Week 7.,Course-er code holo CSE 101. Course title: Computer Fundamentals and Programming.,True,0.250,fast_extractive,fast_extractive,document2.pdf,1,33.0000,document2.pdf,5,29.0000,document2.pdf,8,27.0000,0.005,False,document2.pdf; document2.pdf; document2.pdf,1; 5; 8,33.0000; 29.0000; 27.0000
Q019,What percentage of the total marks is allocated to the Final Exam?,english,CSE 101,final_exam_marks,final_exam_marks,verified,english,english,True,50% of the total marks is allocated to the Final Exam.,Final Exam: 50%.,True,0.375,fast_extractive,fast_extractive,document2.pdf,9,50.0000,document3.pdf,6,37.0000,document1.pdf,5,35.0000,0.004,False,document2.pdf; document3.pdf; document1.pdf,9; 6; 5,50.0000; 37.0000; 35.0000
Q019,মোট নম্বরের কত শতাংশ Final Exam-এর জন্য বরাদ্দ করা হয়েছে?,bangla,CSE 101,final_exam_marks,final_exam_marks,verified,bangla,bangla,True,50% of the total marks is allocated to the Final Exam.,উত্তর: Final Exam: 50%.,True,0.375,fast_extractive,fast_extractive,document2.pdf,9,46.0000,document3.pdf,6,35.0000,document1.pdf,5,33.0000,0.006,False,document2.pdf; document3.pdf; document1.pdf,9; 6; 5,46.0000; 35.0000; 33.0000
Q019,Total marks-er koto percent Final Exam-er jonno boraddo kora hoyeche?,banglish,CSE 101,final_exam_marks,final_exam_marks,verified,banglish,banglish,True,50% of the total marks is allocated to the Final Exam.,Final exam-er mark holo 50%.,True,0.375,fast_extractive,fast_extractive,document2.pdf,9,52.0000,document3.pdf,6,39.0000,document1.pdf,5,37.0000,0.007,False,document2.pdf; document3.pdf; document1.pdf,9; 6; 5,52.0000; 39.0000; 37.0000
Q020,What grade is awarded for a score of 80% or above?,english,CSE 101,assessment,assessment,verified,english,english,True,A+ with grade point 4.00.,80% and above is awarded grade A+.,True,0.250,fast_extractive,fast_extractive,document1.pdf,5,18.0000,document2.pdf,9,18.0000,document3.pdf,6,13.0000,0.003,False,document1.pdf; document2.pdf; document3.pdf,5; 9; 6,18.0000; 18.0000; 13.0000
Q020,80% বা তার বেশি নম্বর পেলে কোন Grade প্রদান করা হয়?,bangla,CSE 101,assessment,assessment,verified,bangla,bangla,True,A+ with grade point 4.00.,উত্তর: 80% and above is awarded grade A+.,True,0.250,fast_extractive,fast_extractive,document1.pdf,5,16.0000,document2.pdf,9,16.0000,document3.pdf,6,13.0000,0.006,False,document1.pdf; document2.pdf; document3.pdf,5; 9; 6,16.0000; 16.0000; 13.0000
Q020,80% ba tar beshi marks pele kon Grade deya hoy?,banglish,CSE 101,assessment,assessment,verified,banglish,banglish,True,A+ with grade point 4.00.,Ei information-ta: 80% and above is awarded grade A+.,True,0.250,fast_extractive,fast_extractive,document1.pdf,5,19.0000,document2.pdf,9,19.0000,document3.pdf,6,16.0000,0.005,False,document1.pdf; document2.pdf; document3.pdf,5; 9; 6,19.0000; 19.0000; 16.0000
Q021,What is the course code and title of the English course?,english,ENG (CSE) 101,course_metadata,course_metadata,verified,english,english,True,"The course code is ENG (CSE) 101, and the title is English.",Course code: ENG (CSE) 101. Course title: English.,True,1.000,fast_extractive,fast_extractive,document3.pdf,1,32.0000,document3.pdf,3,22.0000,document3.pdf,5,22.0000,0.002,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 5,32.0000; 22.0000; 22.0000
Q021,English কোর্সের কোর্স কোড এবং শিরোনাম কী?,bangla,ENG (CSE) 101,course_metadata,course_metadata,verified,bangla,bangla,True,"The course code is ENG (CSE) 101, and the title is English.",উত্তর: Course code: ENG (CSE) 101. Course title: English.,True,1.000,fast_extractive,fast_extractive,document3.pdf,1,28.0000,document3.pdf,3,22.0000,document3.pdf,5,22.0000,0.004,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 5,28.0000; 22.0000; 22.0000
Q021,English course-er course code ebong title ki?,banglish,ENG (CSE) 101,course_metadata,course_metadata,verified,banglish,banglish,True,"The course code is ENG (CSE) 101, and the title is English.",Course-er code holo ENG (CSE) 101. Course title: English.,True,1.000,fast_extractive,fast_extractive,document3.pdf,1,34.0000,document3.pdf,3,23.0000,document3.pdf,5,23.0000,0.004,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 5,34.0000; 23.0000; 23.0000
Q022,What is the main objective of the English course?,english,ENG (CSE) 101,course_objective,course_objective,verified,english,english,True,"The main objective is to give students comprehensive knowledge of grammar and writing skills so they can use English for learning, examinations and communication.","The objective of this course is to make the students acquire comprehensive knowledge on grammar and writing skills so that they can use it for effective learning of their own subject, answer in English during their examinations and for communicative purposes.",True,0.850,fast_extractive,fast_extractive,document3.pdf,1,46.0000,document3.pdf,3,22.0000,document3.pdf,5,22.0000,0.002,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 5,46.0000; 22.0000; 22.0000
Q022,English কোর্সের প্রধান উদ্দেশ্য কী?,bangla,ENG (CSE) 101,course_objective,course_objective,verified,bangla,bangla,True,"The main objective is to give students comprehensive knowledge of grammar and writing skills so they can use English for learning, examinations and communication.","উত্তর: The objective of this course is to make the students acquire comprehensive knowledge on grammar and writing skills so that they can use it for effective learning of their own subject, answer in English during their examinations and for communicative purposes.",True,0.850,fast_extractive,fast_extractive,document3.pdf,1,44.0000,document3.pdf,3,22.0000,document3.pdf,5,22.0000,0.003,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 5,44.0000; 22.0000; 22.0000
Q022,English course-er main objective ki?,banglish,ENG (CSE) 101,course_objective,course_objective,verified,banglish,banglish,True,"The main objective is to give students comprehensive knowledge of grammar and writing skills so they can use English for learning, examinations and communication.","Ei information-ta: The objective of this course is to make the students acquire comprehensive knowledge on grammar and writing skills so that they can use it for effective learning of their own subject, answer in English during their examinations and for communicative purposes.",True,0.850,fast_extractive,fast_extractive,document3.pdf,1,48.0000,document3.pdf,3,23.0000,document3.pdf,5,23.0000,0.003,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 5,48.0000; 23.0000; 23.0000
Q023,What is CLO 1 of the English course?,english,ENG (CSE) 101,clo,clo,verified,english,english,True,CLO 1 is to understand the basics of English grammar.,CLO 1: Understand the basics of English grammar.,True,0.857,fast_extractive,fast_extractive,document3.pdf,1,48.0000,document3.pdf,3,42.0000,document3.pdf,2,40.0000,0.002,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,48.0000; 42.0000; 40.0000
Q023,English কোর্সের CLO 1 কী?,bangla,ENG (CSE) 101,clo,clo,verified,bangla,bangla,True,CLO 1 is to understand the basics of English grammar.,উত্তর: CLO 1: Understand the basics of English grammar.,True,0.857,fast_extractive,fast_extractive,document3.pdf,1,48.0000,document3.pdf,3,42.0000,document3.pdf,2,40.0000,0.003,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,48.0000; 42.0000; 40.0000
Q023,English course-er CLO 1 ki?,banglish,ENG (CSE) 101,clo,clo,verified,banglish,banglish,True,CLO 1 is to understand the basics of English grammar.,CLO 1 holo Understand the basics of English grammar.,True,0.857,fast_extractive,fast_extractive,document3.pdf,1,50.0000,document3.pdf,3,43.0000,document3.pdf,2,41.0000,0.003,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,50.0000; 43.0000; 41.0000
Q024,What is CLO 2 of the English course?,english,ENG (CSE) 101,clo,clo,verified,english,english,True,CLO 2 is to use reading techniques such as scanning and skimming.,CLO 2: Use reading techniques like scanning and skimming.,True,0.667,fast_extractive,fast_extractive,document3.pdf,1,48.0000,document3.pdf,3,42.0000,document3.pdf,2,40.0000,0.002,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,48.0000; 42.0000; 40.0000
Q024,English কোর্সের CLO 2 কী?,bangla,ENG (CSE) 101,clo,clo,verified,bangla,bangla,True,CLO 2 is to use reading techniques such as scanning and skimming.,উত্তর: CLO 2: Use reading techniques like scanning and skimming.,True,0.667,fast_extractive,fast_extractive,document3.pdf,1,48.0000,document3.pdf,3,42.0000,document3.pdf,2,40.0000,0.003,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,48.0000; 42.0000; 40.0000
Q024,English course-er CLO 2 ki?,banglish,ENG (CSE) 101,clo,clo,verified,banglish,banglish,True,CLO 2 is to use reading techniques such as scanning and skimming.,CLO 2 holo Use reading techniques like scanning and skimming.,True,0.667,fast_extractive,fast_extractive,document3.pdf,1,50.0000,document3.pdf,3,43.0000,document3.pdf,2,41.0000,0.003,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,50.0000; 43.0000; 41.0000
Q025,What is CLO 3 of the English course?,english,ENG (CSE) 101,clo,clo,verified,english,english,True,"CLO 3 is to write reports, letters, applications and presentations using IT tools.","CLO 3: Write various types of reports, letters, applications, and presentations using IT tools.",True,0.900,fast_extractive,fast_extractive,document3.pdf,1,48.0000,document3.pdf,3,42.0000,document3.pdf,2,40.0000,0.002,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,48.0000; 42.0000; 40.0000
Q025,English কোর্সের CLO 3 কী?,bangla,ENG (CSE) 101,clo,clo,verified,bangla,bangla,True,"CLO 3 is to write reports, letters, applications and presentations using IT tools.","উত্তর: CLO 3: Write various types of reports, letters, applications, and presentations using IT tools.",True,0.900,fast_extractive,fast_extractive,document3.pdf,1,48.0000,document3.pdf,3,42.0000,document3.pdf,2,40.0000,0.003,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,48.0000; 42.0000; 40.0000
Q025,English course-er CLO 3 ki?,banglish,ENG (CSE) 101,clo,clo,verified,banglish,banglish,True,"CLO 3 is to write reports, letters, applications and presentations using IT tools.","CLO 3 holo Write various types of reports, letters, applications, and presentations using IT tools.",True,0.900,fast_extractive,fast_extractive,document3.pdf,1,50.0000,document3.pdf,3,43.0000,document3.pdf,2,41.0000,0.003,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,50.0000; 43.0000; 41.0000
Q026,What is CLO 4 of the English course?,english,ENG (CSE) 101,clo,clo,verified,english,english,True,CLO 4 is to demonstrate basic communication skills in the target language.,CLO 4: Demonstrate basic communication skills in the target language.,True,0.889,fast_extractive,fast_extractive,document3.pdf,1,48.0000,document3.pdf,3,42.0000,document3.pdf,2,40.0000,0.002,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,48.0000; 42.0000; 40.0000
Q026,English কোর্সের CLO 4 কী?,bangla,ENG (CSE) 101,clo,clo,verified,bangla,bangla,True,CLO 4 is to demonstrate basic communication skills in the target language.,উত্তর: CLO 4: Demonstrate basic communication skills in the target language.,True,0.889,fast_extractive,fast_extractive,document3.pdf,1,48.0000,document3.pdf,3,42.0000,document3.pdf,2,40.0000,0.003,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,48.0000; 42.0000; 40.0000
Q026,English course-er CLO 4 ki?,banglish,ENG (CSE) 101,clo,clo,verified,banglish,banglish,True,CLO 4 is to demonstrate basic communication skills in the target language.,CLO 4 holo Demonstrate basic communication skills in the target language.,True,0.889,fast_extractive,fast_extractive,document3.pdf,1,50.0000,document3.pdf,3,43.0000,document3.pdf,2,41.0000,0.003,False,document3.pdf; document3.pdf; document3.pdf,1; 3; 2,50.0000; 43.0000; 41.0000
Q027,What grammar topic is introduced in Week 1?,english,ENG (CSE) 101,weekly_content,weekly_content,verified,english,english,True,Articles.,"Week 1: 16. Class Schedule/Lesson Plan/Weekly plan: Topics Specific Outcome(s) Time Frame Suggested Activities Teaching Strategy(s) Alignment with CLO Function, Limit Continuity.",True,0.000,fast_extractive,fast_extractive,document1.pdf,3,31.0000,document2.pdf,3,31.0000,document3.pdf,3,31.0000,0.005,False,document1.pdf; document2.pdf; document3.pdf,3; 3; 3,31.0000; 31.0000; 31.0000
Q027,Week 1-এ কোন Grammar Topic পড়ানো হয়?,bangla,ENG (CSE) 101,weekly_content,weekly_content,verified,bangla,bangla,True,Articles.,"উত্তর: Week 1: 16. Class Schedule/Lesson Plan/Weekly plan: Topics Specific Outcome(s) Time Frame Suggested Activities Teaching Strategy(s) Alignment with CLO Function, Limit Continuity.",True,0.000,fast_extractive,fast_extractive,document1.pdf,3,31.0000,document2.pdf,3,31.0000,document3.pdf,3,31.0000,0.005,False,document1.pdf; document2.pdf; document3.pdf,3; 3; 3,31.0000; 31.0000; 31.0000
Q027,Week 1-e kon Grammar Topic porano hoy?,banglish,ENG (CSE) 101,weekly_content,weekly_content,verified,banglish,banglish,True,Articles.,"Week 1-e 16. Class Schedule/Lesson Plan/Weekly plan: Topics Specific Outcome(s) Time Frame Suggested Activities Teaching Strategy(s) Alignment with CLO Function, Limit Continuity porano hoy.",True,0.000,fast_extractive,fast_extractive,document1.pdf,3,31.0000,document2.pdf,3,31.0000,document3.pdf,3,31.0000,0.005,False,document1.pdf; document2.pdf; document3.pdf,3; 3; 3,31.0000; 31.0000; 31.0000
Q028,What topics are covered in Week 2?,english,ENG (CSE) 101,weekly_content,weekly_content,verified,english,english,True,"Subject-Verb Agreement and Prepositions, with Quiz 1.","Week 2: Differentiability, Successive differentiation.",True,0.000,fast_extractive,fast_extractive,document1.pdf,3,32.0000,document2.pdf,3,32.0000,document3.pdf,3,32.0000,0.004,False,document1.pdf; document2.pdf; document3.pdf,3; 3; 3,32.0000; 32.0000; 32.0000
Q028,Week 2-এ কোন কোন বিষয় পড়ানো হয়?,bangla,ENG (CSE) 101,weekly_content,weekly_content,verified,bangla,bangla,True,"Subject-Verb Agreement and Prepositions, with Quiz 1.","উত্তর: Week 2: Differentiability, Successive differentiation.",True,0.000,fast_extractive,fast_extractive,document1.pdf,3,30.0000,document2.pdf,3,30.0000,document3.pdf,3,30.0000,0.006,False,document1.pdf; document2.pdf; document3.pdf,3; 3; 3,30.0000; 30.0000; 30.0000
Q028,Week 2-e kon kon topic porano hoy?,banglish,ENG (CSE) 101,weekly_content,weekly_content,verified,banglish,banglish,True,"Subject-Verb Agreement and Prepositions, with Quiz 1.","Week 2-e Differentiability, Successive differentiation porano hoy.",True,0.000,fast_extractive,fast_extractive,document1.pdf,3,31.0000,document2.pdf,3,31.0000,document3.pdf,3,31.0000,0.006,False,document1.pdf; document2.pdf; document3.pdf,3; 3; 3,31.0000; 31.0000; 31.0000
Q029,What reading techniques are included in the course?,english,ENG (CSE) 101,topics,topics,verified,english,english,True,Scanning and skimming.,"Topics include 15. Alignment of topics of the courses with CLOs: SL Topic/ Content Course Outcome 1 Overview of the syllabus, Introduction to basic grammar like Articles CLO1 2 Subject Verb Agreement and Prepositions; Quiz 1 CLO1 3 Pronouns and possessives, Reading comprehension CLO1, CLO2 4 Tense; Class Test 1 CLO1 5 letter writing (Order, Apology, Complain, Request) CLO3 6 Email Writing CLO4 7 Review of Midterm Syllabus MIDTERM EXAM 8 Discussion of Midterm Exam Result, Conditional Sentences CLO1, CLO2 9 Joining sentences CLO1 10 Modals Verbs, Quiz 2 CLO1 11 Commonly confusing words CLO2 12 Punctuation, capital letters and Spelling (Error Correction) CLO1, CLO2 13 Film and book review; Presentation CLO4 14 Paragraph writing and Review of Final Exam Syllabus CLO3, CLO4.",True,0.000,structured_extractive,structured_extractive,document3.pdf,2,18.0000,document1.pdf,2,12.0000,document2.pdf,2,10.0000,0.002,False,document3.pdf; document1.pdf; document2.pdf,2; 2; 2,18.0000; 12.0000; 10.0000
Q029,কোর্সে কোন কোন Reading Technique অন্তর্ভুক্ত রয়েছে?,bangla,ENG (CSE) 101,topics,topics,verified,bangla,bangla,True,Scanning and skimming.,"উত্তর: Topics include 15. Alignment of topics of the courses with CLOs: SL Topic/ Content Course Outcome 1 Overview of the syllabus, Introduction to basic grammar like Articles CLO1 2 Subject Verb Agreement and Prepositions; Quiz 1 CLO1 3 Pronouns and possessives, Reading comprehension CLO1, CLO2 4 Tense; Class Test 1 CLO1 5 letter writing (Order, Apology, Complain, Request) CLO3 6 Email Writing CLO4 7 Review of Midterm Syllabus MIDTERM EXAM 8 Discussion of Midterm Exam Result, Conditional Sentences CLO1, CLO2 9 Joining sentences CLO1 10 Modals Verbs, Quiz 2 CLO1 11 Commonly confusing words CLO2 12 Punctuation, capital letters and Spelling (Error Correction) CLO1, CLO2 13 Film and book review; Presentation CLO4 14 Paragraph writing and Review of Final Exam Syllabus CLO3, CLO4.",True,0.000,structured_extractive,structured_extractive,document3.pdf,2,18.0000,document1.pdf,2,11.0000,document2.pdf,2,10.0000,0.004,False,document3.pdf; document1.pdf; document2.pdf,2; 2; 2,18.0000; 11.0000; 10.0000
Q029,Course-e kon kon Reading Technique include kora hoyeche?,banglish,ENG (CSE) 101,topics,topics,verified,banglish,banglish,True,Scanning and skimming.,"Ei information-ta: Topics include 15. Alignment of topics of the courses with CLOs: SL Topic/ Content Course Outcome 1 Overview of the syllabus, Introduction to basic grammar like Articles CLO1 2 Subject Verb Agreement and Prepositions; Quiz 1 CLO1 3 Pronouns and possessives, Reading comprehension CLO1, CLO2 4 Tense; Class Test 1 CLO1 5 letter writing (Order, Apology, Complain, Request) CLO3 6 Email Writing CLO4 7 Review of Midterm Syllabus MIDTERM EXAM 8 Discussion of Midterm Exam Result, Conditional Sentences CLO1, CLO2 9 Joining sentences CLO1 10 Modals Verbs, Quiz 2 CLO1 11 Commonly confusing words CLO2 12 Punctuation, capital letters and Spelling (Error Correction) CLO1, CLO2 13 Film and book review; Presentation CLO4 14 Paragraph writing and Review of Final Exam Syllabus CLO3, CLO4.",True,0.000,structured_extractive,structured_extractive,document3.pdf,2,18.0000,document1.pdf,2,11.0000,document2.pdf,2,10.0000,0.004,False,document3.pdf; document1.pdf; document2.pdf,2; 2; 2,18.0000; 11.0000; 10.0000
Q030,What types of formal letters are included in the course?,english,ENG (CSE) 101,topics,topics,verified,english,english,True,"Order, apology, complaint and request letters.","Topics include 15. Alignment of topics of the courses with CLOs: SL Topic/ Content Course Outcome 1 Overview of the syllabus, Introduction to basic grammar like Articles CLO1 2 Subject Verb Agreement and Prepositions; Quiz 1 CLO1 3 Pronouns and possessives, Reading comprehension CLO1, CLO2 4 Tense; Class Test 1 CLO1 5 letter writing (Order, Apology, Complain, Request) CLO3 6 Email Writing CLO4 7 Review of Midterm Syllabus MIDTERM EXAM 8 Discussion of Midterm Exam Result, Conditional Sentences CLO1, CLO2 9 Joining sentences CLO1 10 Modals Verbs, Quiz 2 CLO1 11 Commonly confusing words CLO2 12 Punctuation, capital letters and Spelling (Error Correction) CLO1, CLO2 13 Film and book review; Presentation CLO4 14 Paragraph writing and Review of Final Exam Syllabus CLO3, CLO4.",True,0.800,structured_extractive,structured_extractive,document3.pdf,2,18.0000,document1.pdf,2,12.0000,document2.pdf,2,12.0000,0.003,False,document3.pdf; document1.pdf; document2.pdf,2; 2; 2,18.0000; 12.0000; 12.0000
