case_id,language,question,reference_answer,verified_evidence,source,page,SYSTEM_A_answer,SYSTEM_B_answer,SYSTEM_A_language_pass,SYSTEM_B_language_pass,SYSTEM_A_grounding_pass,SYSTEM_B_grounding_pass,SYSTEM_A_latency,SYSTEM_B_latency,A_correctness,B_correctness,A_relevance,B_relevance,A_groundedness,B_groundedness,A_completeness,B_completeness,A_naturalness,B_naturalness,preferred_answer,review_notes
S7B-024,bangla,UAP Administration কোথায় অবস্থিত?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-এ অবস্থিত।","[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 11, ""heading"": ""1.6 The Campus"", ""entity"": null, ""excerpt"": ""1.6 The Campus UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 Ext: 107, 114 FAX:+8802-58157097 Email: registrar@uap-bd.edu"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000011-b0003-c0001"", ""retrieval_score"": 0.03225806451612903}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 8, ""heading"": ""1. Introduction"", ""entity"": null, ""excerpt"": ""1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000008-b0001-c0001"", ""retrieval_score"": 0.031024531024531024}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 4, ""heading"": null, ""entity"": null, ""excerpt"": ""University of Asia Pacific (UAP) was established in 1996 under the Private University Act 1992 as a private university with the vision of providing quality education and fulf illing the needs of our motherland, Bangladesh. This university started its journ ey in 1996 and offered four years bachelor degree programs in Computer Science & Engineering and Business Administration only, thus the very step of publishing the…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000004-b0001-c0001"", ""retrieval_score"": 0.031009615384615385}]",,,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,True,True,False,False,8.004397899999276,17.841090099999747,,,,,,,,,,,,
S7B-025,bangla,থিওরেটিক্যাল কোর্সে এক ক্রেডিট কীভাবে নির্ধারিত হয়?,থিওরেটিক্যাল কোর্সে প্রতি সেমিস্টারে প্রতি সপ্তাহে এক লেকচার এক ক্রেডিটের সমান।,[],,,"নির্ভরযোগ্যভাবে উত্তর দেওয়ার জন্য অনুগ্রহ করে কোন কোর্স, প্রোগ্রাম, নীতি বা বিষয় বোঝাচ্ছেন তা নির্দিষ্ট করুন।","নির্ভরযোগ্যভাবে উত্তর দেওয়ার জন্য অনুগ্রহ করে কোন কোর্স, প্রোগ্রাম, নীতি বা বিষয় বোঝাচ্ছেন তা নির্দিষ্ট করুন।",True,True,True,True,0.0,0.0,,,,,,,,,,,,
S7B-026,bangla,রেজিস্ট্রেশন প্রক্রিয়ায় Category 1 কী?,Category 1 হলো যারা সেমিস্টারের সব নির্ধারিত কোর্সে পাস করেছে এবং কোনো backlog নেই।,[],,,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,True,True,True,True,0.0,0.0,,,,,,,,,,,,
S7B-027,bangla,কোনো কোর্সে 40%-এর কম পেলে কী হয়?,40%-এর কম নম্বরে F গ্রেড এবং grade point 0.00 হয়।,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 21, ""heading"": ""Numeric Grade Letter Grade Grade Point"", ""entity"": ""40%"", ""excerpt"": ""Numeric Grade Letter Grade Grade Point 60% and above B 3.00 55% to less than 60% B- 2.75 50% to less than 55% C+ 2.50 45% to less than 50% C 2.25 40% to less than 45% D 2.00 Less than 40% F 0.00 Any student who fails to successfully complete any sessional course has to repeat that course in the following semester. Provisions for Improvement of Grades:"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000021-b0002-c0001"", ""retrieval_score"": 0.03252247488101534}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 19, ""heading"": ""S ––"", ""entity"": ""40%"", ""excerpt"": ""S –– Exempted (For credit transfer courses) E –– Grade ‗F‘: If a student fails to achieve at least 40% marks in a course, he/she will get ‗F‘ grade in that course. B esides, absence in final examination at the end of each academic semester will also result ‗F‘ grade. Grade ‗E‘: A student transferred to UAP from another university or academic institution will earn ‗E‘ grades in the courses exempted at UAP. Grade ‗I‘ :…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000019-b0004-c0001"", ""retrieval_score"": 0.032266458495966696}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 19, ""heading"": ""Numeric Grade Letter Grade Grade Point"", ""entity"": ""40%"", ""excerpt"": ""Numeric Grade Letter Grade Grade Point 80% and above A+ 4.00 75% to less than 80% A 3.75 70% to less than 75% A- 3.50 65% to less than 70% B+ 3.25 60% to less than 65% B 3.00 55% to less than 60% B- 2.75 50% to less than 55% C+ 2.50 45% to less than 50% C 2.25 40% to less than 45% D 2.00 Less than 40% F 0.00"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000019-b0002-c0001"", ""retrieval_score"": 0.0304147465437788}]",,,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,True,True,True,True,0.0,0.0,,,,,,,,,,,,
S7B-028,bangla,ফাইনাল পরীক্ষায় বসতে কত উপস্থিতি দরকার?,ফাইনাল পরীক্ষায় বসতে প্রত্যেক কোর্সে অনুষ্ঠিত ক্লাসের অন্তত 70% উপস্থিতি দরকার।,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 20, ""heading"": ""Attendance"", ""entity"": null, ""excerpt"": ""Attendance All students are expected to attend classes regularly. The University of Asia Pacific believes that regular attendance is essential for effective learning. A student is required to attend at least 70% of all the classes held in every course in order to sit for the final examination."", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000020-b0001-c0001"", ""retrieval_score"": 0.01639344262295082}]",,,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,True,True,True,True,0.0,0.0,,,,,,,,,,,,
S7B-029,bangla,ডিগ্রির দিকে normal progress হিসেবে কত CGPA ধরা হয়?,CGPA 2.25 বা তার বেশি হলে ডিগ্রির দিকে normal progress ধরা হয়।,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 20, ""heading"": ""Performance Evaluation"", ""entity"": null, ""excerpt"": ""Performance Evaluation The performance of a student will be evaluated in terms of semester GPA and cumulative grade point average (CGPA), which is the grade point average for the semesters under consideration. A candidate will be awarded a degree with honors if his/her CGPA is 3.75 or above. A student will be considered to be making normal progress towards a degree if his/her CGPA for all work attempted is 2.25 or be…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000020-b0003-c0001"", ""retrieval_score"": 0.03278688524590164}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 21, ""heading"": ""Category - B"", ""entity"": null, ""excerpt"": ""Category - B 1. A Cumulative Grade Point Average (CGPA) of minimum 2.25 is required for graduation. A candidate whose CGPA is below 2.25 shall have to increase his/her CGPA to the minimum requirement within two consecutive semesters failing which s/he shall be placed under academic probation."", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000021-b0004-c0001"", ""retrieval_score"": 0.03225806451612903}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 19, ""heading"": ""GPA Calculation:"", ""entity"": null, ""excerpt"": ""…ion: A student's performance is measured by the number of c redits that he/she has completed satisfactorily and the weighted average of the grade points that he/she has maintained. A minimum GPA is required to be maintained for satisfactory progress and a minimum number of earned credits should be acquired in Credits CreditssGradePoGPA   )int( Where grade points are points against letter grades A+, A, A -, B+, B,…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000019-b0005-c0001"", ""retrieval_score"": 0.031024531024531024}]",,,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,True,True,True,True,0.0,0.0,,,,,,,,,,,,
S7B-030,bangla,কখন একজন শিক্ষার্থী repeat examination দিতে পারে?,তিনটি বা তার কম theory course-এ ফেল করলে এবং তা 10 credit hour-এর বেশি না হলে repeat examination দেওয়া যায়।,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 20, ""heading"": ""Rules for Repeat Examination"", ""entity"": null, ""excerpt"": ""Rules for Repeat Examination A student wo uld be allowed to appear at the Repeat Examination in case s/he fails in three theory courses or less but not exceeding 10 credit hours. The results of Repeat Examinations would be published within three weeks from the date of publication of the results of the Semester Final"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000020-b0006-c0001"", ""retrieval_score"": 0.03252247488101534}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 21, ""heading"": null, ""entity"": null, ""excerpt"": ""…xt semester would start. Repeat Examinations on theory courses would be held on 50 percent of marks for each course and the marks for Class Assessment and Mid Semester Examination would be carried. There shall be no repeat examinations for sessional courses. The maximum grade to be obtained by a student in a repeat examination would be ‗B‘ (equivalent to 60%). The following grading system would be followed in the rep…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000021-b0001-c0001"", ""retrieval_score"": 0.03252247488101534}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 20, ""heading"": ""Examination Rules"", ""entity"": null, ""excerpt"": ""Examination Rules Re -examination or Re -scrutiny of Answer Scripts Re-examination of final examination answer scripts may be permissible. A candidate can apply for re -examination of any answer script of final examination to the Controller of Examinati ons through their advisor and the head of the department on payment of Taka 200/ - (Tk. Two Hundred) only per script within 7 (seven) working days from the publicatio…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000020-b0005-c0001"", ""retrieval_score"": 0.03125763125763126}]",curricula_BSc-Curriculum-New.pdf,20,একজন শিক্ষার্থী একটি সমাপ্তি পরীক্ষার ফাইল দিতে পারে তিনটি গবেষণা পরীক্ষার বা তার কোনও পরীক্ষার মোট ছয় হাজার মাইল বেশি না। এই পরীক্ষার ফলাফল পরীক্ষার ফলাফলের প্রকাশের পর ত,একজন শিক্ষার্থী একটি শিক্ষার্থী স্টেশনের পরে একটি শিক্ষার্থী স্টেশন দিতে পারে যদি তিনি/তিনি শিক্ষার্থী স্টেশনের পরে তিনটি শিক্ষার্থী স্টেশনের পরে শিক্ষার্থী স্টেশনের পরে শিক্ষ,True,True,True,True,32.88833020000038,21.019857299999785,,,,,,,,,,,,
S7B-031,banglish,Undergraduate prospectus-tar title ki?,Title holo UAP-er Department of Computer Science & Engineering-er Prospectus (Undergraduate Program) 2017-18.,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 51, ""heading"": null, ""entity"": null, ""excerpt"": ""…ast digit, if odd, indicates a theory course and if even, indicates a laboratory course. Core Courses First Year First Semester Course Code Course Title Credits Pre- Requisite"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000051-b0001-c0001"", ""retrieval_score"": 0.03200204813108039}]",,,Provided university document-e reliable answer deyar moto enough information paoa jayni.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,True,True,False,False,0.0,0.0,,,,,,,,,,,,
S7B-032,banglish,Prospectus-ta ke publish koreche?,Prospectus-ta University of Asia Pacific-er Department of Computer Science & Engineering publish koreche.,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 28, ""heading"": ""1. Research and Publication Unit"", ""entity"": null, ""excerpt"": ""…onals who can make positive contribution in the development of this country. Most of the faculty members and students of UAP are engaged to publish their researches at IJCIT."", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000028-b0001-c0001"", ""retrieval_score"": 0.031024531024531024}]",curricula_BSc-Curriculum-New.pdf,28,The evidence suggests that faculty members and students of UAP are engaged in publishing their researches at IJCIT.,I couldn't find enough information in the provided university documents to answer this reliably.,False,False,True,False,2.874764499999401,4.9328502000007575,,,,,,,,,,,,
S7B-033,banglish,Prospectus-er information niye disclaimer-e ki bola hoyeche?,"Prospectus-er information Department of CSE, UAP-er discretion-e change hote pare.","[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 3, ""heading"": ""Disclaimer"", ""entity"": null, ""excerpt"": ""Disclaimer The information contained in this prospectus is subject to change at the discretion of the Department of Computer Science & Engineering, UAP."", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000003-b0001-c0001"", ""retrieval_score"": 0.03278688524590164}]",,,Provided university document-e reliable answer deyar moto enough information paoa jayni.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,True,True,False,False,6.482541200000014,6.0867693000000145,,,,,,,,,,,,
S7B-034,banglish,UAP shurute kon duita bachelor degree program offer korechilo?,UAP shurute Computer Science & Engineering ebong Business Administration-e four-year bachelor degree program offer korechilo.,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 8, ""heading"": ""1. Introduction"", ""entity"": null, ""excerpt"": ""1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000008-b0001-c0001"", ""retrieval_score"": 0.032018442622950824}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 14, ""heading"": ""1.8 Academic and Technical Collaborations"", ""entity"": null, ""excerpt"": ""1.8 Academic and Technical Collaborations 1. Foreign Academic and Technical collaborations With increasing internationalization of educati on, particularly at the university level, there is a strong compulsion to promote interaction, especially with institution of higher education in the industrial countries. Such interaction provides access to ever -changing scenarios of modern education deli very system and the mos…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000014-b0001-c0001"", ""retrieval_score"": 0.03177805800756621}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 4, ""heading"": null, ""entity"": null, ""excerpt"": ""University of Asia Pacific (UAP) was established in 1996 under the Private University Act 1992 as a private university with the vision of providing quality education and fulf illing the needs of our motherland, Bangladesh. This university started its journ ey in 1996 and offered four years bachelor degree programs in Computer Science & Engineering and Business Administration only, thus the very step of publishing the…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000004-b0001-c0001"", ""retrieval_score"": 0.03128054740957967}]",curricula_BSc-Curriculum-New.pdf,8,UAP shurute kon duita Bachelor Degree Programs in Computer Science & Technology and Business Administration only.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,True,True,True,False,7.698338499999409,13.485091799999282,,,,,,,,,,,,
S7B-035,banglish,CSE Department IEB theke ki accreditation peyechhe?,CSE Department August 2014 theke BSc in CSE program-er jonno IEB accreditation peyechhe.,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 6, ""heading"": ""IEB Affiliation"", ""entity"": null, ""excerpt"": ""IEB Affiliation Department of CSE has received the Certificate of Accreditation from the Engineers Institution Bangladesh (IEB) for the BSc in CSE program starting from August 2014. This will enable the CSE students to enjoy the privileges offered by Engineers Institution Bangladesh (IEB) including membership."", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000006-b0002-c0001"", ""retrieval_score"": 0.03278688524590164}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 32, ""heading"": ""3. Network and Communication Research Group (NCRG) of CSE"", ""entity"": null, ""excerpt"": ""3. Network and Communication Research Group (NCRG) of CSE Department is conducting research on real -life, industry-oriented problems. QUBEE will share necessary relevant information, if any. The outcome of the research can be accessed by both parties."", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000032-b0002-c0001"", ""retrieval_score"": 0.02782608695652174}]",,,Provided university document-e reliable answer deyar moto enough information paoa jayni.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,True,True,False,False,10.572070299999723,35.9913260000003,,,,,,,,,,,,
S7B-036,banglish,UAP kon act-er odhine operation start korechilo?,UAP Private University Act 1992-er odhine operation start korechilo.,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 8, ""heading"": ""1. Introduction"", ""entity"": null, ""excerpt"": ""1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000008-b0001-c0001"", ""retrieval_score"": 0.03252247488101534}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 4, ""heading"": null, ""entity"": null, ""excerpt"": ""University of Asia Pacific (UAP) was established in 1996 under the Private University Act 1992 as a private university with the vision of providing quality education and fulf illing the needs of our motherland, Bangladesh. This university started its journ ey in 1996 and offered four years bachelor degree programs in Computer Science & Engineering and Business Administration only, thus the very step of publishing the…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000004-b0001-c0001"", ""retrieval_score"": 0.031746031746031744}]",,,Provided university document-e reliable answer deyar moto enough information paoa jayni.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,True,True,False,False,18.55354520000037,5.8394278000005215,,,,,,,,,,,,
S7B-037,banglish,Introduction-e UAP koyta undergraduate ar postgraduate discipline offer kore bola hoyeche?,Introduction-e bola hoyeche UAP nine discipline-e undergraduate ar eight discipline-e post-graduate program offer kore.,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 9, ""heading"": ""1.3 Schools and Departments"", ""entity"": null, ""excerpt"": ""1.3 Schools and Departments At present, UAP has five schools comprising of relevant departments: School of Engineering Department of Computer Science and Engineering Department of Civil Engineering Department of Electrical and Electronic Engineering School of Business Department of Business Administration School of Environmental Science and Engineering Department of Architecture School of Science Department of Pharma…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000009-b0004-c0001"", ""retrieval_score"": 0.031024531024531024}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 8, ""heading"": ""1. Introduction"", ""entity"": null, ""excerpt"": ""1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000008-b0001-c0001"", ""retrieval_score"": 0.030886196246139225}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 14, ""heading"": ""1.8 Academic and Technical Collaborations"", ""entity"": null, ""excerpt"": ""1.8 Academic and Technical Collaborations 1. Foreign Academic and Technical collaborations With increasing internationalization of educati on, particularly at the university level, there is a strong compulsion to promote interaction, especially with institution of higher education in the industrial countries. Such interaction provides access to ever -changing scenarios of modern education deli very system and the mos…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000014-b0001-c0001"", ""retrieval_score"": 0.03007688828584351}]",,,Provided university document-e reliable answer deyar moto enough information paoa jayni.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,True,True,False,False,8.355625500000315,10.621592099999361,,,,,,,,,,,,
S7B-038,banglish,Prospectus-e Vice-Chancellor hisebe kar naam deya ache?,Prof. Dr. Jamilur Reza Choudhury-ke Vice-Chancellor hisebe mention kora hoyeche.,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 8, ""heading"": ""1.2 University Administration"", ""entity"": null, ""excerpt"": ""1.2 University Administration Vice-Chancellor Prof. Dr. Jamilur Reza Choudhury B.Sc.(Engg.), Civil (BUET), M.Sc.(Engg.) ( Advanced Structural Engineering), Ph.D. (University of Southampton), Doctor of Engineering (Honoris Causa) Man chester University, UK. Fellow, Bangladesh Computer Society, Fellow, Bangladesh Academy of Sciences. Fellow, Institution of Engineers (Ba ngladesh) Email: vc@uap -bd.edu Pro Vice- Chancel…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000008-b0003-c0001"", ""retrieval_score"": 0.03278688524590164}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 11, ""heading"": ""1.5 Academic Council"", ""entity"": null, ""excerpt"": ""1.5 Academic Council Academic council is the highest academic body of the University. It is chaired by the Vice Chancellor of UAP and comprise s of the departmental Heads, Deans and eminent academicians of the country."", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000011-b0002-c0001"", ""retrieval_score"": 0.031024531024531024}]",,,Provided university document-e reliable answer deyar moto enough information paoa jayni.,"Vice-Chancellor-e name deya ""Prof. Dr. Jamilur Reza Choudhury"" ache.",True,True,False,True,7.717685800000254,7.6860483999998905,,,,,,,,,,,,
S7B-039,banglish,UAP Administration kothay located?,"UAP Administration 74/A, Green Road, Farmgate, Dhaka-1215, Bangladesh-e located.","[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 11, ""heading"": ""1.6 The Campus"", ""entity"": null, ""excerpt"": ""1.6 The Campus UAP Administration 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh PABX:+8802-58157091-4, +8802-58157096 Ext: 107, 114 FAX:+8802-58157097 Email: registrar@uap-bd.edu"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000011-b0003-c0001"", ""retrieval_score"": 0.03252247488101534}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 8, ""heading"": ""1. Introduction"", ""entity"": null, ""excerpt"": ""1. Introduction University of Asia Pacific (UAP) was established in 1996 with a vision to enhance the opportunities for higher education in Bangladesh. The University, under the Private University Act 1992, started its operation in 1996 by offering four -year Bachelor Degree Programs in Computer Science & Technology and Business Administration only. Now UAP offers undergraduate programs in nine disciplines and post-g…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000008-b0001-c0001"", ""retrieval_score"": 0.031024531024531024}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 4, ""heading"": null, ""entity"": null, ""excerpt"": ""University of Asia Pacific (UAP) was established in 1996 under the Private University Act 1992 as a private university with the vision of providing quality education and fulf illing the needs of our motherland, Bangladesh. This university started its journ ey in 1996 and offered four years bachelor degree programs in Computer Science & Engineering and Business Administration only, thus the very step of publishing the…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000004-b0001-c0001"", ""retrieval_score"": 0.03076923076923077}]",curricula_BSc-Curriculum-New.pdf,11,"UAP Administration kothay 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh pabx: +8802-58157091-4, +8802-58157096 ext: 107, 114 fax: +8802-58157097 email: registrar@uap-bd.edu.",Provided university document-e reliable answer deyar moto enough information paoa jayni.,True,True,True,False,20.819599700000254,8.167376299999887,,,,,,,,,,,,
S7B-040,banglish,Theoretical course-e one credit kivabe assigned hoy?,Theoretical course-e per week per semester one lecture one credit-er equivalent.,[],,,"Reliable answer-er jonno kon course, program, policy, ba item bujhacchen seta specify korun.","Reliable answer-er jonno kon course, program, policy, ba item bujhacchen seta specify korun.",True,True,True,True,0.0,0.0,,,,,,,,,,,,
S7B-041,banglish,Registration process-e Category 1 ki?,Category 1 holo students jara semester-er shob prescribed course pass koreche ebong kono backlog nei.,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 18, ""heading"": ""Category 1:"", ""entity"": null, ""excerpt"": ""Category 1: Students, who have passed all the courses prescribed for the semester and have no backlog of courses. A student of Category -1 is eligible for registration in all courses prescribed for the next or following semesters."", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000018-b0002-c0001"", ""retrieval_score"": 0.03278688524590164}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 18, ""heading"": ""Category 3:"", ""entity"": null, ""excerpt"": ""Category 3: Students, who have failed to earn 15 credits in a semester, belong to this category. Students of this category are advised to take a t least two courses less in the following semester than those offered for students of Category -1 subject to the registration for a minimum of 15 credits and maximum 24 credit hours. However, they are required to register for such backlog courses as would be prescribed by th…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000018-b0004-c0001"", ""retrieval_score"": 0.03200204813108039}]",,,Provided university document-e reliable answer deyar moto enough information paoa jayni.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,True,True,False,False,14.444669299999077,36.827206599999045,,,,,,,,,,,,
S7B-042,banglish,Kono course-e 40%-er kom pele ki hoy?,40%-er kom marks-e F grade ar grade point 0.00 hoy.,"[{""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 19, ""heading"": ""S ––"", ""entity"": ""40%"", ""excerpt"": ""S –– Exempted (For credit transfer courses) E –– Grade ‗F‘: If a student fails to achieve at least 40% marks in a course, he/she will get ‗F‘ grade in that course. B esides, absence in final examination at the end of each academic semester will also result ‗F‘ grade. Grade ‗E‘: A student transferred to UAP from another university or academic institution will earn ‗E‘ grades in the courses exempted at UAP. Grade ‗I‘ :…"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000019-b0004-c0001"", ""retrieval_score"": 0.03252247488101534}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 21, ""heading"": ""Numeric Grade Letter Grade Grade Point"", ""entity"": ""40%"", ""excerpt"": ""Numeric Grade Letter Grade Grade Point 60% and above B 3.00 55% to less than 60% B- 2.75 50% to less than 55% C+ 2.50 45% to less than 50% C 2.25 40% to less than 45% D 2.00 Less than 40% F 0.00 Any student who fails to successfully complete any sessional course has to repeat that course in the following semester. Provisions for Improvement of Grades:"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000021-b0002-c0001"", ""retrieval_score"": 0.0315136476426799}, {""source"": ""curricula_BSc-Curriculum-New.pdf"", ""page"": 19, ""heading"": ""Numeric Grade Letter Grade Grade Point"", ""entity"": ""40%"", ""excerpt"": ""Numeric Grade Letter Grade Grade Point 80% and above A+ 4.00 75% to less than 80% A 3.75 70% to less than 75% A- 3.50 65% to less than 70% B+ 3.25 60% to less than 65% B 3.00 55% to less than 60% B- 2.75 50% to less than 55% C+ 2.50 45% to less than 50% C 2.25 40% to less than 45% D 2.00 Less than 40% F 0.00"", ""chunk_id"": ""doc-4d373684ce4879ed066003f5-p000019-b0002-c0001"", ""retrieval_score"": 0.030798389007344232}]",,,Provided university document-e reliable answer deyar moto enough information paoa jayni.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,True,True,False,False,0.0,0.0,,,,,,,,,,,,
