question_id,language,question,reference,final_answer,answer_strategy,generation_used,generation_attempts,retry_used,support_status,target_language,language_validation_passed,language_validation_reason,runtime_language_validation_passed,grounding_validation_passed,grounding_validation_reason,generation_rejection_reason,fact_tokens_required,fact_tokens_preserved,fact_preservation_applicable,automatic_precision,automatic_recall,automatic_f1,source,page,supporting_excerpt,retrieval_seconds,answering_seconds,generation_seconds,retry_seconds,total_seconds,prompt_tokens,completion_tokens,tokens_per_second,rss_bytes,available_ram_bytes,swap_used_bytes,error,answer_bank_enabled,reranker_enabled
Q024,banglish,Degree with honors-er jonno koto CGPA dorkar?,CGPA 3.75 or above hole degree with honors deya hoy.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,False,0,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,MODEL_ABSTAINED_DESPITE_VERIFIED_EVIDENCE,,"[""3.75""]",False,True,0.0,0.0,0.0,,,,0.2482442999998966,0.00020869999980277498,0.0,0.0,0.25157119999994393,0,0,0.0,4970373120,361127936,2197200896,,False,False
Q025,english,What CGPA is considered normal progress toward a degree?,A CGPA of 2.25 or better is considered normal progress toward a degree.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""2.25""]",False,True,0.0,0.0,0.0,,,,0.21976730000005773,0.000500099999953818,0.0,0.0,0.22405580000031478,0,0,0.0,4971573248,359157760,2189230080,,False,False
Q025,bangla,ডিগ্রির দিকে normal progress হিসেবে কত CGPA ধরা হয়?,CGPA 2.25 বা তার বেশি হলে ডিগ্রির দিকে normal progress ধরা হয়।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,MODEL_ABSTAINED_DESPITE_VERIFIED_EVIDENCE,,"[""2.25""]",False,True,0.0,0.0,0.0,,,,0.23385340000004362,0.0002206000003752706,0.0,0.0,0.23740889999999126,0,0,0.0,4971958272,395771904,2206015488,,False,False
Q025,banglish,Degree-r dike normal progress hisebe koto CGPA dhora hoy?,CGPA 2.25 or better hole degree-r dike normal progress dhora hoy.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,False,0,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,MODEL_ABSTAINED_DESPITE_VERIFIED_EVIDENCE,,"[""2.25""]",False,True,0.0,0.0,0.0,,,,0.2618587999995725,0.00021379999998316634,0.0,0.0,0.2650303000000349,0,0,0.0,4972363776,549134336,2330796032,,False,False
Q026,english,What is the fee for re-examination of a final answer script?,The re-examination fee is Taka 200 per script.,The fee for re-examination of a final answer script is Taka 200/- (Tk. Two Hundred) per script.,gguf_generation,True,1,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""200"", ""taka200""]",True,True,0.5,1.0,0.6666666666666666,curricula_BSc-Curriculum-New.pdf,20,Examination Rules Re -examination or Re -scrutiny of Answer Scripts Re-examination of final examination answer scripts may be permissible. A candidate can apply for re -examination of any answer script of final examination to the Controller of Examinati ons through their advisor and the head of the department on payment of Taka 200/ - (Tk. Two Hundred) only per script within 7 (seven) working days from the publicatio…,0.3021198999999797,25.17483110000012,25.174207300000035,0.0,25.482222600000114,578,28,1.1122495205638496,5514096640,467132416,2338275328,,False,False
Q026,bangla,ফাইনাল answer script re-examination-এর ফি কত?,প্রতি script re-examination-এর ফি Taka 200।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,MISSING_REQUIRED_ENTITY,"[""200"", ""taka200""]",False,True,0.0,0.0,0.0,,,,0.5741748000000371,53.409465400000045,53.39981239999997,18.552326699999867,53.9943473000003,866,88,1.6479458643191796,5477441536,160161792,2120769536,,False,False
Q026,banglish,Final answer script re-examination-er fee koto?,Per script re-examination fee Taka 200.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,MISSING_REQUIRED_ENTITY,"[""200"", ""taka200""]",False,True,0.0,0.0,0.0,,,,1.3221548000001349,33.30567440000004,33.298147999999856,8.20366009999998,34.63818459999993,794,32,0.9610144083689021,5589491712,431251456,2191540224,,False,False
Q027,english,Within how many working days must a re-examination application be submitted?,The application must be submitted within 7 working days from publication of final results.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""7""]",False,True,0.07692307692307693,0.07692307692307693,0.07692307692307693,,,,2.9401802000002135,0.0013044999996054685,0.0,0.0,2.947044900000037,0,0,0.0,5670993920,325566464,2090373120,,False,False
Q027,bangla,Re-examination application কত working day-এর মধ্যে জমা দিতে হয়?,ফাইনাল ফল প্রকাশের 7 working day-এর মধ্যে application জমা দিতে হয়।,সময়কাল হলো 15 Weeks।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,MISSING_REQUIRED_ENTITY,,"[""7""]",False,True,0.0,0.0,0.0,curricula_BSc-Curriculum-New.pdf,17,Classes 15 Weeks Recess before examination 1 Week Semester final examination 2 Weeks,0.2065192999998544,0.00011940000013055396,0.0,0.0,0.20963620000020455,0,0,0.0,5675216896,322158592,2089848832,,False,False
Q027,banglish,Re-examination application koto working day-er moddhe submit korte hoy?,Final result publish howar 7 working day-er moddhe application submit korte hoy.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,False,0,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,MODEL_ABSTAINED_DESPITE_VERIFIED_EVIDENCE,,"[""7""]",False,True,0.0,0.0,0.0,,,,0.20842919999995502,0.0002154999997401319,0.0,0.0,0.21192009999958827,0,0,0.0,5674930176,315645952,2089848832,,False,False
Q028,english,When is a student allowed to appear at a repeat examination?,"A student may appear at a repeat examination if they fail in three theory courses or less, not exceeding 10 credit hours.",I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,False,WRONG_POLARITY,,"[""10"", ""exceeding10""]",False,True,0.07692307692307693,0.05,0.060606060606060615,,,,0.20275000000037835,0.00019310000016048434,0.0,0.0,0.20591930000000502,0,0,0.0,5676113920,321875968,2089218048,,False,False
Q028,bangla,কখন একজন শিক্ষার্থী repeat examination দিতে পারে?,তিনটি বা তার কম theory course-এ ফেল করলে এবং তা 10 credit hour-এর বেশি না হলে repeat examination দেওয়া যায়।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,MIXED_SCRIPT_TOKEN,"[""10""]",False,True,0.0,0.0,0.0,,,,0.19155510000018694,86.44097169999986,86.42519230000016,35.51213680000001,86.66858139999977,844,188,2.1752916597213017,4989927424,362758144,1928699904,,False,False
Q029,english,What is the fee for a repeat examination course?,The repeat examination fee is Taka 3000 per course.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,True,1,False,insufficient,english,True,ENGLISH_BODY_VALID,True,False,GENERATION_REJECTED,WRONG_RELATION_VALUE,"[""3000"", ""taka3000""]",False,True,0.07692307692307693,0.1111111111111111,0.09090909090909093,,,,2.623623399999815,30.5466236999996,30.544379899999967,0.0,33.19024579999996,699,15,0.491088705978281,4865085440,733753344,2204975104,,False,False
Q029,bangla,Repeat examination-এর প্রতি কোর্সের ফি কত?,Repeat examination-এর ফি প্রতি course Taka 3000।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,True,2,True,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,GENERATION_REJECTED,MISSING_REQUIRED_ENTITY,"[""3000"", ""taka3000""]",False,True,0.0,0.0,0.0,,,,2.5213582999999744,75.92177379999976,75.90716440000006,28.271878000000015,78.47355500000003,889,122,1.6072264188016476,4689276928,426872832,1877278720,,False,False
Q029,banglish,Repeat examination-er per course fee koto?,Repeat examination-er fee per course Taka 3000.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,True,2,True,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,GENERATION_REJECTED,MISSING_REQUIRED_ENTITY,"[""3000"", ""taka3000""]",False,True,0.0,0.0,0.0,,,,2.40274189999991,45.450971799999934,45.437383899999986,9.674770099999932,47.87605389999999,865,40,0.8803323731848922,4715606016,285933568,1958457343,,False,False
Q030,english,How many courses can a student repeat for grade improvement?,"For grade improvement, a student may repeat a maximum of four courses.",The grade is C.,structured_exact,False,0,False,supported,english,True,ENGLISH_BODY_VALID,True,False,MISSING_REQUIRED_ENTITY,,[],False,False,0.25,0.1,0.14285714285714288,curricula_BSc-Curriculum-New.pdf,21,"Category – A 1. The Provision for Improvement of grades applies to those only who obtained a grade C or lower in any course. Such candidates may be allowed to improve their grades by surrendering the earlier grade obtained by him/her. 2. For grade improvement purpose, a student will be allowed to repeat a maximum of four courses. 3. For availing s uch provision of grade improvement, a candidate shall apply to the Con…",3.613507099999879,0.0007717000003140129,0.0,0.0,3.6212525000000824,0,0,0.0,5507653632,655421440,2301452288,,False,False
Q030,bangla,Grade improvement-এর জন্য একজন শিক্ষার্থী সর্বোচ্চ কয়টি কোর্স repeat করতে পারে?,Grade improvement-এর জন্য একজন শিক্ষার্থী সর্বোচ্চ চারটি course repeat করতে পারে।,প্রাসঙ্গিক grade হলো C।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,SEMANTIC_CONTRACT_UNCERTAIN,,[],False,False,0.3333333333333333,0.08333333333333333,0.13333333333333333,curricula_BSc-Curriculum-New.pdf,21,"Category – A 1. The Provision for Improvement of grades applies to those only who obtained a grade C or lower in any course. Such candidates may be allowed to improve their grades by surrendering the earlier grade obtained by him/her. 2. For grade improvement purpose, a student will be allowed to repeat a maximum of four courses. 3. For availing s uch provision of grade improvement, a candidate shall apply to the Con…",0.2588430000000699,0.00013460000036502606,0.0,0.0,0.26469379999980447,0,0,0.0,5515313152,614051840,2299670528,,False,False
Q030,banglish,Grade improvement-er jonno ekjon student maximum koyta course repeat korte pare?,Grade improvement-er jonno ekjon student maximum four courses repeat korte pare.,Relevant grade holo C.,structured_exact,False,0,False,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,WRONG_RELATION_VALUE,,[],False,False,0.25,0.09090909090909091,0.13333333333333333,curricula_BSc-Curriculum-New.pdf,21,"Category – A 1. The Provision for Improvement of grades applies to those only who obtained a grade C or lower in any course. Such candidates may be allowed to improve their grades by surrendering the earlier grade obtained by him/her. 2. For grade improvement purpose, a student will be allowed to repeat a maximum of four courses. 3. For availing s uch provision of grade improvement, a candidate shall apply to the Con…",0.21194000000014057,0.00015970000004017493,0.0,0.0,0.21585460000005696,0,0,0.0,5516259328,616607744,2299543552,,False,False
Q031,english,What percentage of total seats is reserved for children of Freedom Fighters?,3% of total seats are reserved for the children of Freedom Fighters.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""3""]",False,True,0.07692307692307693,0.09090909090909091,0.08333333333333334,,,,0.2614760000001297,0.006262999999762542,0.0,0.0,0.2728325000002769,0,0,0.0,5518495744,601214976,2299162624,,False,False
Q031,bangla,Freedom Fighters-এর সন্তানদের জন্য মোট আসনের কত শতাংশ সংরক্ষিত?,Freedom Fighters-এর সন্তানদের জন্য মোট আসনের 3% সংরক্ষিত।,অনুরোধ করা বিষয়টির বিষয়টির প্রাসঙ্গিক percentage 3%।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,MISSING_REQUIRED_ENTITY,,"[""3""]",True,True,0.16666666666666666,0.1111111111111111,0.13333333333333333,curricula_BSc-Curriculum-New.pdf,22,Waiver Policy 3% of total seats are reserved for the children of Freedom Fighters and another 3% for meritorious but poor students from remote areas of Bangladesh. They will be offered full free education opportunity. 1. Top 3% students in each department will be offered 100% tuition waiver based on semester results. 2. Vice Chancellor‘s special tuition fee waiver will be offered in amount 10%-100% to poor but merito…,0.23745710000002873,0.0001729999999042775,0.0,0.0,0.2419368000000759,0,0,0.0,5517983744,577830912,2298245120,,False,False
Q031,banglish,Freedom Fighters-er children-der jonno total seats-er koto percent reserved?,Freedom Fighters-er children-der jonno total seats-er 3% reserved.,Requested item-er item-er relevant percentage 3%.,structured_exact,False,0,False,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,MISSING_REQUIRED_ENTITY,,"[""3""]",True,True,0.0,0.0,0.0,curricula_BSc-Curriculum-New.pdf,22,Waiver Policy 3% of total seats are reserved for the children of Freedom Fighters and another 3% for meritorious but poor students from remote areas of Bangladesh. They will be offered full free education opportunity. 1. Top 3% students in each department will be offered 100% tuition waiver based on semester results. 2. Vice Chancellor‘s special tuition fee waiver will be offered in amount 10%-100% to poor but merito…,0.23972330000015063,0.00014349999992191442,0.0,0.0,0.24437870000019757,0,0,0.0,5519912960,557576192,2298118144,,False,False
Q032,english,How many credits is CSE 101 Introduction to Computer Science & Programming Methodology?,CSE 101 Introduction to Computer Science & Programming Methodology is a 3.00-credit course.,CSE 101 carries 3.00 credits.,structured_exact,False,0,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""101"", ""3.00"", ""cse101""]",True,True,0.4,0.18181818181818182,0.25000000000000006,curricula_BSc-Curriculum-New.pdf,51,CSE 101 Introduction to Computer Science & Programming Methodology 3.00 Nil,0.30693650000011985,0.0013389000000643136,0.0,0.0,0.3154227999998511,0,0,0.0,5521752064,530128896,2297856000,,False,False
Q032,bangla,CSE 101 Introduction to Computer Science & Programming Methodology কোর্সটির ক্রেডিট কত?,CSE 101 Introduction to Computer Science & Programming Methodology 3.00 ক্রেডিটের কোর্স।,CSE 101 কোর্সটির ক্রেডিট 3.00।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""101"", ""3.00"", ""cse101""]",True,True,0.6,0.2727272727272727,0.37499999999999994,curricula_BSc-Curriculum-New.pdf,51,CSE 101 Introduction to Computer Science & Programming Methodology 3.00 Nil,0.32193759999972826,0.0005783999999948719,0.0,0.0,0.33008250000011685,0,0,0.0,5521403904,427323392,2297466880,,False,False
Q032,banglish,CSE 101 Introduction to Computer Science & Programming Methodology course-er credit koto?,CSE 101 Introduction to Computer Science & Programming Methodology 3.00-credit course.,CSE 101 course-er credit 3.00.,structured_exact,False,0,False,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""101"", ""3.00"", ""cse101""]",True,True,0.4,0.2,0.26666666666666666,curricula_BSc-Curriculum-New.pdf,51,CSE 101 Introduction to Computer Science & Programming Methodology 3.00 Nil,0.34599329999991824,0.0006122999998297018,0.0,0.0,0.3527619000001323,0,0,0.0,5521444864,374198272,2297335808,,False,False
Q033,english,How many credits is CSE 102 Introduction to Computer Sc. & Programming Methodology Lab?,CSE 102 Introduction to Computer Sc. & Programming Methodology Lab is a 1.50-credit course.,CSE 102 carries 1.50 credits.,structured_exact,False,0,False,supported,english,True,ENGLISH_BODY_VALID,True,False,MISSING_REQUIRED_ENTITY,,"[""1.50"", ""102"", ""cse102""]",True,True,0.4,0.16666666666666666,0.23529411764705882,curricula_BSc-Curriculum-New.pdf,51,CSE 102 Introduction to Computer Sc. & Programming Methodology Lab 1.50 Nil,0.3296183999996174,0.00018910000017058337,0.0,0.0,0.33804920000011407,0,0,0.0,5442064384,417394688,2296942592,,False,False
Q033,bangla,CSE 102 Introduction to Computer Sc. & Programming Methodology Lab কোর্সটির ক্রেডিট কত?,CSE 102 Introduction to Computer Sc. & Programming Methodology Lab 1.50 ক্রেডিটের কোর্স।,CSE 102 কোর্সটির ক্রেডিট 1.50।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,MISSING_REQUIRED_ENTITY,,"[""1.50"", ""102"", ""cse102""]",True,True,0.6,0.25,0.35294117647058826,curricula_BSc-Curriculum-New.pdf,51,CSE 102 Introduction to Computer Sc. & Programming Methodology Lab 1.50 Nil,0.29413000000022294,0.00013889999991079094,0.0,0.0,0.29858240000021397,0,0,0.0,5442068480,403357696,2296942592,,False,False
Q033,banglish,CSE 102 Introduction to Computer Sc. & Programming Methodology Lab course-er credit koto?,CSE 102 Introduction to Computer Sc. & Programming Methodology Lab 1.50-credit course.,CSE 102 course-er credit 1.50.,structured_exact,False,0,False,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,MISSING_REQUIRED_ENTITY,,"[""1.50"", ""102"", ""cse102""]",True,True,0.4,0.18181818181818182,0.25000000000000006,curricula_BSc-Curriculum-New.pdf,51,CSE 102 Introduction to Computer Sc. & Programming Methodology Lab 1.50 Nil,2.5287505999999667,0.00015620000021954183,0.0,0.0,2.533650899999884,0,0,0.0,5515329536,408584192,2464178176,,False,False
Q034,english,How many credits is HSS 101 English I: Written and Spoken English?,HSS 101 English I: Written and Spoken English is a 3.00-credit course.,HSS 101 carries 1.50 credits.,structured_exact,False,0,False,supported,english,True,ENGLISH_BODY_VALID,True,False,MISSING_REQUIRED_ENTITY,,"[""101"", ""3.00"", ""hss101""]",False,True,0.4,0.2222222222222222,0.2857142857142857,curricula_BSc-Curriculum-New.pdf,61,"Course Code: HSS 101 Course Title: English I: Written and Spoken English Credits: 1.50 A. Written English: Writing Mechanics & Grammar: Spelling, Capitalization, Punctuation, Vocabulary Writing skills for formal and i nformal communications: Paragraph/ Essay/ Story Writing, Opinion Writing, Letter Writing – Formal and Informal, Memo Writing, Report Writing, E-mail Writing, Web Content Writing. Editing & Proofreading:…",0.24247749999994994,0.00014220000002751476,0.0,0.0,0.24948859999994966,0,0,0.0,5515444224,385622016,2463916032,,False,False
Q034,bangla,HSS 101 English I: Written and Spoken English কোর্সটির ক্রেডিট কত?,HSS 101 English I: Written and Spoken English 3.00 ক্রেডিটের কোর্স।,HSS 101 কোর্সটির ক্রেডিট 1.50।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,MISSING_REQUIRED_ENTITY,,"[""101"", ""3.00"", ""hss101""]",False,True,0.4,0.2222222222222222,0.2857142857142857,curricula_BSc-Curriculum-New.pdf,61,"Course Code: HSS 101 Course Title: English I: Written and Spoken English Credits: 1.50 A. Written English: Writing Mechanics & Grammar: Spelling, Capitalization, Punctuation, Vocabulary Writing skills for formal and i nformal communications: Paragraph/ Essay/ Story Writing, Opinion Writing, Letter Writing – Formal and Informal, Memo Writing, Report Writing, E-mail Writing, Web Content Writing. Editing & Proofreading:…",0.23032430000012027,0.00011999999969702912,0.0,0.0,0.23365770000009434,0,0,0.0,5515386880,371826688,2463653888,,False,False
Q034,banglish,HSS 101 English I: Written and Spoken English course-er credit koto?,HSS 101 English I: Written and Spoken English 3.00-credit course.,HSS 101 course-er credit 1.50.,structured_exact,False,0,False,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,MISSING_REQUIRED_ENTITY,,"[""101"", ""3.00"", ""hss101""]",False,True,0.4,0.25,0.3076923076923077,curricula_BSc-Curriculum-New.pdf,61,"Course Code: HSS 101 Course Title: English I: Written and Spoken English Credits: 1.50 A. Written English: Writing Mechanics & Grammar: Spelling, Capitalization, Punctuation, Vocabulary Writing skills for formal and i nformal communications: Paragraph/ Essay/ Story Writing, Opinion Writing, Letter Writing – Formal and Informal, Memo Writing, Report Writing, E-mail Writing, Web Content Writing. Editing & Proofreading:…",0.21097370000006777,0.00013519999993150122,0.0,0.0,0.21503029999985301,0,0,0.0,5515546624,356155392,2462736384,,False,False
Q035,english,How many credits is HSS 111(A) Bangladesh Studies: Society and Culture?,HSS 111(A) Bangladesh Studies: Society and Culture is a 2.00-credit course.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,False,MISSING_REQUIRED_ENTITY,,"[""111"", ""2.00"", ""hss111""]",False,True,0.0,0.0,0.0,,,,0.2603179000002456,0.0010892000000239932,0.0,0.0,0.26408919999994396,0,0,0.0,5483257856,370008064,2462474240,,False,False
Q035,bangla,HSS 111(A) Bangladesh Studies: Society and Culture কোর্সটির ক্রেডিট কত?,HSS 111(A) Bangladesh Studies: Society and Culture 2.00 ক্রেডিটের কোর্স।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,MODEL_ABSTAINED_DESPITE_VERIFIED_EVIDENCE,,"[""111"", ""2.00"", ""hss111""]",False,True,0.0,0.0,0.0,,,,0.23535069999979896,0.00017400000024281326,0.0,0.0,0.23915080000006128,0,0,0.0,5484015616,358690816,2461818880,,False,False
Q035,banglish,HSS 111(A) Bangladesh Studies: Society and Culture course-er credit koto?,HSS 111(A) Bangladesh Studies: Society and Culture 2.00-credit course.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,False,0,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,MODEL_ABSTAINED_DESPITE_VERIFIED_EVIDENCE,,"[""111"", ""2.00"", ""hss111""]",False,True,0.0,0.0,0.0,,,,0.2755805000001601,0.0002230000000054133,0.0,0.0,0.2798064999997223,0,0,0.0,5484130304,332701696,2461425664,,False,False
Q036,english,How many credits is HSS 111(B) Bangladesh Studies: Bangladesh History?,HSS 111(B) Bangladesh Studies: Bangladesh History is a 2.00-credit course.,I couldn't find enough information in the provided university documents to answer this reliably.,unsupported,False,0,False,insufficient,english,True,ENGLISH_BODY_VALID,True,True,GENERATION_NOT_USED,,"[""111"", ""2.00"", ""hss111""]",False,True,0.0,0.0,0.0,,,,0.2731365999998161,0.0014285000002018933,0.0,0.0,0.2766360999999051,0,0,0.0,5483573248,316559360,2461032448,,False,False
Q036,bangla,HSS 111(B) Bangladesh Studies: Bangladesh History কোর্সটির ক্রেডিট কত?,HSS 111(B) Bangladesh Studies: Bangladesh History 2.00 ক্রেডিটের কোর্স।,প্রদত্ত বিশ্ববিদ্যালয়ের নথিতে নির্ভরযোগ্যভাবে উত্তর দেওয়ার মতো পর্যাপ্ত তথ্য পাওয়া যায়নি।,unsupported,False,0,False,insufficient,bangla,True,BANGLA_BODY_MEANINGFUL,True,True,GENERATION_NOT_USED,,"[""111"", ""2.00"", ""hss111""]",False,True,0.0,0.0,0.0,,,,0.24885439999980008,0.0004048000000693719,0.0,0.0,0.25125080000043454,0,0,0.0,5484122112,311046144,2460901376,,False,False
Q036,banglish,HSS 111(B) Bangladesh Studies: Bangladesh History course-er credit koto?,HSS 111(B) Bangladesh Studies: Bangladesh History 2.00-credit course.,Provided university document-e reliable answer deyar moto enough information paoa jayni.,unsupported,False,0,False,insufficient,banglish,True,BANGLISH_MARKERS_PRESENT,True,True,GENERATION_NOT_USED,,"[""111"", ""2.00"", ""hss111""]",False,True,0.0,0.0,0.0,,,,0.24520719999964058,0.000549700000192388,0.0,0.0,0.2487500000002001,0,0,0.0,5484175360,298983424,2460639232,,False,False
Q037,english,How many credits is PHY 101 Physics?,PHY 101 Physics is a 3.00-credit course.,PHY 101 carries 3.00 credits.,structured_exact,False,0,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""101"", ""3.00"", ""phy101""]",True,True,0.4,0.3333333333333333,0.3636363636363636,curricula_BSc-Curriculum-New.pdf,51,PHY 101 Physics 3.00 Nil,0.26263749999998254,0.0002976999999191321,0.0,0.0,0.26709230000005846,0,0,0.0,5483515904,300228608,2459983872,,False,False
Q037,bangla,PHY 101 Physics কোর্সটির ক্রেডিট কত?,PHY 101 Physics 3.00 ক্রেডিটের কোর্স।,PHY 101 কোর্সটির ক্রেডিট 3.00।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,SEMANTIC_CONTRACT_UNCERTAIN,,"[""101"", ""3.00"", ""phy101""]",True,True,0.6,0.5,0.5454545454545454,curricula_BSc-Curriculum-New.pdf,62,"Course Code: PHY 101 Course Title: Physics Credits: 3.00 Prerequisite: None Heat and Thermodynamics: Principle of temperature measurements: platinum resistance thermometer, thermo -electric thermometer, pyrometer; Kinetic theory of gases: Maxwell's distribution of molecular speeds, mean free path, equipartition of energy, Brownian motion, Van der Waal's equation of state, review of the First Law of thermodynamics and…",0.2777581000000282,0.00021460000016304548,0.0,0.0,0.28403389999994033,0,0,0.0,5483970560,270962688,2459459584,,False,False
Q037,banglish,PHY 101 Physics course-er credit koto?,PHY 101 Physics 3.00-credit course.,PHY 101 course-er credit 3.00.,structured_exact,False,0,False,supported,banglish,True,BANGLISH_MARKERS_PRESENT,True,False,SEMANTIC_CONTRACT_UNCERTAIN,,"[""101"", ""3.00"", ""phy101""]",True,True,0.4,0.4,0.4000000000000001,curricula_BSc-Curriculum-New.pdf,62,"Course Code: PHY 101 Course Title: Physics Credits: 3.00 Prerequisite: None Heat and Thermodynamics: Principle of temperature measurements: platinum resistance thermometer, thermo -electric thermometer, pyrometer; Kinetic theory of gases: Maxwell's distribution of molecular speeds, mean free path, equipartition of energy, Brownian motion, Van der Waal's equation of state, review of the First Law of thermodynamics and…",0.20825590000004013,0.00010920000022451859,0.0,0.0,0.21201040000005378,0,0,0.0,5434650624,300802048,2459197440,,False,False
Q038,english,How many credits is PHY 102 Physics Lab?,PHY 102 Physics Lab is a 1.50-credit course.,PHY 102 carries 1.5 credits.,structured_exact,False,0,False,supported,english,True,ENGLISH_BODY_VALID,True,True,FACTUAL_TOKENS_SUPPORTED,,"[""1.50"", ""102"", ""phy102""]",False,True,0.4,0.2857142857142857,0.3333333333333333,curricula_BSc-Curriculum-New.pdf,63,"Course Code: PHY 102 Course Title: Physics Lab Credits: 1.5 Prerequisite: None Lab work based on theory, assigned by the course teacher.",0.21751670000003287,0.00020979999999326537,0.0,0.0,0.221953200000371,0,0,0.0,5435170816,295010304,2459193344,,False,False
Q038,bangla,PHY 102 Physics Lab কোর্সটির ক্রেডিট কত?,PHY 102 Physics Lab 1.50 ক্রেডিটের কোর্স।,PHY 102 কোর্সটির ক্রেডিট 1.5।,structured_exact,False,0,False,supported,bangla,True,BANGLA_BODY_MEANINGFUL,True,False,SEMANTIC_CONTRACT_UNCERTAIN,,"[""1.50"", ""102"", ""phy102""]",False,True,0.4,0.2857142857142857,0.3333333333333333,curricula_BSc-Curriculum-New.pdf,63,"Course Code: PHY 102 Course Title: Physics Lab Credits: 1.5 Prerequisite: None Lab work based on theory, assigned by the course teacher.",0.22880179999992833,0.00010179999981119181,0.0,0.0,0.23153489999958765,0,0,0.0,5435207680,287326208,2458931200,,False,False
